page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v44_token_glosses_de	v45_token_glosses_de	v45_working_translation_de	v44_unknown_tokens	v45_unknown_tokens	v45_complete
f17v	f17v.13	H	1	5	chkor	EXACT_WHOLE	ykeor chol chol cthol chkor sheol	[ykeor:?] | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [chkor:?] | feuchtes Material	[ykeor:?] | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | eine Portion heiß getrocknete Droge | feuchtes Material	[ykeor:?]; Trockengut; Trockengut; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; eine Portion heiß getrocknete Droge; feuchtes Material	2	1	0
f17v	f17v.18	H	1	2	cheeor	EXACT_WHOLE	otor cheeor ol chol dor chr or eees	kalte Drogenportion im Ansatz | [cheeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken; nominal trockenes Gut/Material | miss eine Portion Droge ab | [chr:?] | Drogenportion | [eees:?]	kalte Drogenportion im Ansatz | eine Portion vollständig getrocknete Droge | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken; nominal trockenes Gut/Material | miss eine Portion Droge ab | [chr:?] | Drogenportion | [eees:?]	kalte Drogenportion im Ansatz; eine Portion vollständig getrocknete Droge; Grundansatz; Trockengut; miss eine Portion Droge ab; [chr:?]; Drogenportion; [eees:?]	3	2	0
f17v	f17v.22	H	1	5	cheeol	EXACT_WHOLE	qokeee dar chey keeor cheeol ctheey cthy	[qokeee:?] | abgemessene Fraktion I | trocken in der Mitte des Grades | [keeor:?] | [cheeol:?] | CTH-Drogenmaterial, Form II | CTH-Drogenmaterial	[qokeee:?] | abgemessene Fraktion I | trocken in der Mitte des Grades | [keeor:?] | vollständig getrockneter Drogenstoff | CTH-Drogenmaterial, Form II | CTH-Drogenmaterial	[qokeee:?]; abgemessene Fraktion I; bis zur mittleren Trockenstufe; [keeor:?]; vollständig getrockneter Drogenstoff; Krautdroge, Form II; Krautdroge	3	2	0
f17v	f17v.23	H	1	2	okeor	EXACT_WHOLE	chkeey okeor shar okeom	[chkeey:?] | [okeor:?] | angefeuchtete Drogenfraktion I | [okeom:?]	[chkeey:?] | eine Portion Ansatz bis zur Mittelstufe erhitzen | angefeuchtete Drogenfraktion I | [okeom:?]	[chkeey:?]; eine Portion Ansatz bis zur Mittelstufe erhitzen; angefeuchtete Drogenfraktion I; [okeom:?]	3	2	0
f17v	f17v.5	H	1	3	dolcheey	EXACT_WHOLE	ychol chol dolcheey tchol dar ckhy	trockne hiervon den Drogenstoff | trocken; nominal trockenes Gut/Material | [dolcheey:?] | kalt-trockenes Drogenmaterial | abgemessene Fraktion I | Arzneikompositum am Gradanfang	trockne hiervon den Drogenstoff | trocken; nominal trockenes Gut/Material | Drogenstoff abmessen, vollständig trocknen und abschließen | kalt-trockenes Drogenmaterial | abgemessene Fraktion I | Arzneikompositum am Gradanfang	trockne hiervon den Drogenstoff; Trockengut; Drogenstoff abmessen, vollständig trocknen und abschließen; kalt-trockenes Drogenmaterial; abgemessene Fraktion I; Arzneikompositum am Gradanfang	1	0	1
f18r	f18r.4	H	1	3	okeor	EXACT_WHOLE	chor cthor okeor ykchol okain	Pflanzen-/Reproduktionsteil | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [okeor:?] | erhitze und trockne hiervon den Drogenstoff | heiß im Zubereitungsrahmen, Grad II	Pflanzen-/Reproduktionsteil | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | eine Portion Ansatz bis zur Mittelstufe erhitzen | erhitze und trockne hiervon den Drogenstoff | heiß im Zubereitungsrahmen, Grad II	Pflanzenteil; Drogenteil/-portion; Portion Blatt-/Krautdroge; eine Portion Ansatz bis zur Mittelstufe erhitzen; erhitze und trockne hiervon den Drogenstoff; heiß im Zubereitungsrahmen, Grad II	1	0	1
f18v	f18v.3	H	1	4	chkchy	CHKCHY_ACTION	orshy qoky qoky chkchy qokshy qokam	[orshy:?] | heiß am Anfang des Grades | heiß am Anfang des Grades | [chkchy:?] | heiß und feucht am Anfang des Grades | nimm ein Maß und erhitze es	[orshy:?] | heiß am Anfang des Grades | heiß am Anfang des Grades | trocknen, erhitzen, erneut trocknen und abschließen | heiß und feucht am Anfang des Grades | nimm ein Maß und erhitze es	[orshy:?]; leicht erhitzt; leicht erhitzt; trocknen, erhitzen, erneut trocknen und abschließen; heiß und leicht angefeuchtet; nimm ein Maß und erhitze es	2	1	0
f18v	f18v.7	H	1	3	chod	CHOD_ACTION	ychol dor chod qokol daiin qokol dar dy	trockne hiervon den Drogenstoff | miss eine Portion Droge ab | [chod:?] | erhitzen | Qualitätsgrad III | erhitzen | abgemessene Fraktion I | Qualitäts-/Wertfeld geschlossen	trockne hiervon den Drogenstoff | miss eine Portion Droge ab | Trockenansatz abschließen | erhitzen | Qualitätsgrad III | erhitzen | abgemessene Fraktion I | Qualitäts-/Wertfeld geschlossen	trockne hiervon den Drogenstoff; miss eine Portion Droge ab; Trockenansatz abschließen; erhitze bis Grad III; erhitze Folgendes: abgemessene Fraktion I.	1	0	1
f19r	f19r.10	H	1	4	ykchor	EXACT_WHOLE	daiin cthor chol ykchor chordy	Grad-/Maßwert III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | trocken; nominal trockenes Gut/Material | [ykchor:?] | [chordy:?]	Grad-/Maßwert III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | trocken; nominal trockenes Gut/Material | erhitze hiervon den Pflanzenteil | [chordy:?]	drei Maße; Drogenteil/-portion; Portion Blatt-/Krautdroge; Trockengut; erhitze hiervon den Pflanzenteil; [chordy:?]	2	1	0
f19r	f19r.12	H	1	1	ykchor	EXACT_WHOLE	ykchor chor daiin daiinol	[ykchor:?] | Pflanzen-/Reproduktionsteil | Menge/Portion III | [daiinol:?]	erhitze hiervon den Pflanzenteil | Pflanzen-/Reproduktionsteil | Menge/Portion III | [daiinol:?]	erhitze hiervon den Pflanzenteil; Pflanzenteil; Menge/Portion III; [daiinol:?]	2	1	0
f19v	f19v.5	H	1	4	doty	EXACT_WHOLE	qotchy qoteey daiin doty qot	kalt und trocken am Anfang des Grades | kalt am Ende des Grades | Grad-/Maßwert III | [doty:?] | kühle Folgendes ab	kalt und trocken am Anfang des Grades | kalt am Ende des Grades | Grad-/Maßwert III | einen Ansatz abmessen, abkühlen und abschließen | kühle Folgendes ab	kalt und angetrocknet; bis zur Kühlendstufe; drei Maße; einen Ansatz abmessen, abkühlen und abschließen; kühle Folgendes ab	1	0	1
f20r	f20r.2	H	1	1	chod	CHOD_ACTION	chod ey cthey chotol odaiir qotchy cthody chodchy	[chod:?] | anschließend | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | Trockenansatz aus kaltem Material | [odaiir:?] | kalt und trocken am Anfang des Grades | fertiger Krautansatz | [chodchy:?]	Trockenansatz abschließen | anschließend | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | Trockenansatz aus kaltem Material | [odaiir:?] | kalt und trocken am Anfang des Grades | fertiger Krautansatz | [chodchy:?]	Trockenansatz abschließen; anschließend: Krautdroge, Form I; Blatt-/Krautdroge, Form I; Trockenansatz aus kaltem Material; [odaiir:?]; kalt und angetrocknet; fertiger Krautansatz; [chodchy:?]	3	2	0
f20r	f20r.3	H	1	8	daral	EXACT_WHOLE	qoteey cho chodaiin sho qochy chey tcheodal daral	kalt am Ende des Grades | Trockenansatz | Trockenansatz, Dosis III | feuchter Ansatz | nimm leicht getrocknete Droge | trocken in der Mitte des Grades | [tcheodal:?] | [daral:?]	kalt am Ende des Grades | Trockenansatz | Trockenansatz, Dosis III | feuchter Ansatz | nimm leicht getrocknete Droge | trocken in der Mitte des Grades | [tcheodal:?] | erste Fraktion Rohdroge I abmessen	bis zur Kühlendstufe; Trockenansatz; Trockenansatz, Dosis III; feuchter Ansatz; nimm leicht getrocknete Droge; bis zur mittleren Trockenstufe; [tcheodal:?]; erste Fraktion Rohdroge I abmessen	2	1	0
f22r	f22r.10	H	1	9	opchol	EXACT_WHOLE	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	erhitztes Trockengut | Pflanzen-/Reproduktionsteil | Menge/Portion III | Blatt-/Krautzubereitung, Form III | abgemessener Pflanzenteil | trocken in der Mitte des Grades | erhitzen | Qualitäts-/Wertfeld geschlossen | [opchol:?] | ein Maß Drogenstoff abmessen	erhitztes Trockengut | Pflanzen-/Reproduktionsteil | Menge/Portion III | Blatt-/Krautzubereitung, Form III | abgemessener Pflanzenteil | trocken in der Mitte des Grades | erhitzen | Qualitäts-/Wertfeld geschlossen | getrockneter Pulverstoff im Ansatz | ein Maß Drogenstoff abmessen	erhitztes Trockengut; Pflanzenteil; Menge/Portion III; Blatt-/Krautzubereitung, Form III; abgemessener Pflanzenteil; bis zur mittleren Trockenstufe; erhitze Folgendes: getrockneter Pulverstoff im Ansatz; ein Maß Drogenstoff abmessen	1	0	1
f22v	f22v.1	H	1	8	qod	QOD_ACTION	pysaiinor ofchar oky tchy otdy sor shy qod	[pysaiinor:?] | [ofchar:?] | heißer Ansatz am Anfang des Grades | kalt und trocken am Anfang des Grades | kalter Ansatz am Anfang des Grades, abgeschlossen | Samenportion | feucht am Anfang des Grades | [qod:?]	[pysaiinor:?] | [ofchar:?] | heißer Ansatz am Anfang des Grades | kalt und trocken am Anfang des Grades | kalter Ansatz am Anfang des Grades, abgeschlossen | Samenportion | feucht am Anfang des Grades | die Zubereitung abschließen	[pysaiinor:?]; [ofchar:?]; leicht erhitzter Ansatz; kalt und angetrocknet; kalter Ansatz am Anfang des Grades, abgeschlossen; Samenportion; leicht angefeuchtet; die Zubereitung abschließen	3	2	0
f22v	f22v.2	H	1	6	otchyd	OTCHYD_ACTION	daiin y kaiin qotchy kchy otchyd dshor ychy	Grad-/Maßwert III | ; hierzu: | heiß, Grad III | kalt und trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [otchyd:?] | abgemessene Blüten-/Fruchtdroge | trockne hiervon leicht	Grad-/Maßwert III | ; hierzu: | heiß, Grad III | kalt und trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | kalten Ansatz trocknen und den Posten abschließen | abgemessene Blüten-/Fruchtdroge | trockne hiervon leicht	drei Maße; hierzu: heiß, Grad III; kalt und angetrocknet; heiß und angetrocknet; kalten Ansatz trocknen und den Posten abschließen; abgemessene Blüten-/Fruchtdroge; trockne hiervon leicht	1	0	1
f23r	f23r.10	H	1	3	chkchy	CHKCHY_ACTION	qok okaiin chkchy s yteain odal chal dy dar ykain	erhitze Folgendes | heiß, Grad III, im Ansatzrahmen | [chkchy:?] | Samen-/Saatgutposten | [yteain:?] | abgemessene Rohstoffmenge I im Ansatz | Rohstoffklasse I, trocken am Gradanfang | Qualitäts-/Wertfeld geschlossen | abgemessene Fraktion I | erhitze hiervon auf Stufe II	erhitze Folgendes | heiß, Grad III, im Ansatzrahmen | trocknen, erhitzen, erneut trocknen und abschließen | Samen-/Saatgutposten | [yteain:?] | abgemessene Rohstoffmenge I im Ansatz | Rohstoffklasse I, trocken am Gradanfang | Qualitäts-/Wertfeld geschlossen | abgemessene Fraktion I | erhitze hiervon auf Stufe II	erhitze Folgendes: Ansatz auf Heizstufe III; trocknen, erhitzen, erneut trocknen und abschließen; Samen-/Saatgutposten; [yteain:?]; abgemessene Rohstoffmenge I im Ansatz; Rohstoff I, trocken am Gradanfang; abgemessene Fraktion I; erhitze hiervon auf Stufe II	2	1	0
f23v	f23v.1	H	1	6	opchol	EXACT_WHOLE	podairol odaiiily sho al dy opchol otol ol chcphy qotchar s	[podairol:?] | [odaiiily:?] | feuchter Ansatz | Rohstoffklasse I | Qualitäts-/Wertfeld geschlossen | [opchol:?] | kaltes Zubereitungsgut | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chcphy:?] | kühle die erste Trockenfraktion | Samen-/Saatgutposten	[podairol:?] | [odaiiily:?] | feuchter Ansatz | Rohstoffklasse I | Qualitäts-/Wertfeld geschlossen | getrockneter Pulverstoff im Ansatz | kaltes Zubereitungsgut | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chcphy:?] | kühle die erste Trockenfraktion | Samen-/Saatgutposten	[podairol:?]; [odaiiily:?]; feuchter Ansatz; Rohstoff I; getrockneter Pulverstoff im Ansatz; kaltes Zubereitungsgut; Grundansatz; [chcphy:?]; kühle die erste Trockenfraktion; Samen-/Saatgutposten.	4	3	0
f24r	f24r.14	H	1	3	qod	QOD_ACTION	qor cheey qod char cthal	nimm eine Drogenportion | trocken am Ende des Grades | [qod:?] | Trockenfraktion I | [cthal:?]	nimm eine Drogenportion | trocken am Ende des Grades | die Zubereitung abschließen | Trockenfraktion I | [cthal:?]	nimm eine Drogenportion: vollständig getrocknet; die Zubereitung abschließen; Trockenfraktion I; [cthal:?]	2	1	0
f24r	f24r.6	H	1	1	oeeeos	EXACT_WHOLE	oeeeos cthor otal qocthol qoky	[oeeeos:?] | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | Rohstoffklasse I im Ansatz, kalt am Gradanfang | nimm Krautdrogenstoff | heiß am Anfang des Grades	Ansatzcharge der letzten Stufe | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | Rohstoffklasse I im Ansatz, kalt am Gradanfang | nimm Krautdrogenstoff | heiß am Anfang des Grades	Ansatzcharge der letzten Stufe; Drogenteil/-portion; Portion Blatt-/Krautdroge; Rohstoff I, leicht gekühlt im Ansatz; nimm Krautdrogenstoff; leicht erhitzt	1	0	1
f24v	f24v.10	H	1	1	okoeor	EXACT_WHOLE	okoeor ctheod choy keol	[okoeor:?] | Krautansatz auf der mittleren Stufe abschließen | Trockenansatz leicht abschließen | heißer Drogenstoff	eine Portion erhitzten Ansatzes erneut bis zur Mittelstufe bereiten | Krautansatz auf der mittleren Stufe abschließen | Trockenansatz leicht abschließen | heißer Drogenstoff	eine Portion erhitzten Ansatzes erneut bis zur Mittelstufe bereiten; Krautansatz auf der mittleren Stufe abschließen; Trockenansatz leicht abschließen; heißer Drogenstoff	1	0	1
f25r	f25r.1	H	1	2	soshy	EXACT_WHOLE	fcholdy soshy daiin y shody daiin ocholdy cpholdy sy	[fcholdy:?] | [soshy:?] | Grad-/Maßwert III | Eintragsteil abgeschlossen | vollständig eingeweichter Ansatz | Grad-/Maßwert III | [ocholdy:?] | [cpholdy:?] | Saatgut in Grundform	[fcholdy:?] | Saatgutzubereitung leicht einweichen | Grad-/Maßwert III | Eintragsteil abgeschlossen | vollständig eingeweichter Ansatz | Grad-/Maßwert III | [ocholdy:?] | [cpholdy:?] | Saatgut in Grundform	[fcholdy:?]; Saatgutzubereitung leicht einweichen; drei Maße; vollständig eingeweichter Ansatz; drei Maße; [ocholdy:?]; [cpholdy:?]; Saatgut in Grundform	4	3	0
f25r	f25r.2	H	1	6	qod	QOD_ACTION	otor chor chsky chotchy shair qod shachy kchy chkain	kalte Drogenportion im Ansatz | Pflanzen-/Reproduktionsteil | [chsky:?] | Trockenansatz aus kalt getrockneter Droge in Grundform | [shair:?] | [qod:?] | [shachy:?] | heiß und trocken am Anfang des Grades | trocken-heiß, Stufe II	kalte Drogenportion im Ansatz | Pflanzen-/Reproduktionsteil | [chsky:?] | Trockenansatz aus kalt getrockneter Droge in Grundform | [shair:?] | die Zubereitung abschließen | [shachy:?] | heiß und trocken am Anfang des Grades | trocken-heiß, Stufe II	kalte Drogenportion im Ansatz; Pflanzenteil; [chsky:?]; Trockenansatz aus kalt getrockneter Droge in Grundform; [shair:?]; die Zubereitung abschließen; [shachy:?]; heiß und angetrocknet; trocken-heiß, Stufe II	4	3	0
f26r	f26r.4	H	1	8	odam	EXACT_WHOLE	qokedy cheos ytedy qokedy ytedy chekedy daiin odam s aldy	heiß in der Mitte des Grades, abgeschlossen | Charge eines mitteltrockenen Ansatzes | [ytedy:?] | heiß in der Mitte des Grades, abgeschlossen | [ytedy:?] | [chekedy:?] | Grad-/Maßwert III | [odam:?] | Samen-/Saatgutposten | Rohstoffklasse I, abgeschlossen	heiß in der Mitte des Grades, abgeschlossen | Charge eines mitteltrockenen Ansatzes | [ytedy:?] | heiß in der Mitte des Grades, abgeschlossen | [ytedy:?] | [chekedy:?] | Grad-/Maßwert III | ein Maß Ansatz abmessen | Samen-/Saatgutposten | Rohstoffklasse I, abgeschlossen	bis zur mittleren Heizstufe gebracht; Charge eines mitteltrockenen Ansatzes; [ytedy:?]; bis zur mittleren Heizstufe gebracht; [ytedy:?]; [chekedy:?]; drei Maße; ein Maß Ansatz abmessen; Samen-/Saatgutposten; Rohstoff I, abgeschlossen	4	3	0
f26v	f26v.3	H	1	4	cheeol	EXACT_WHOLE	pchdar opar dar cheeol ofchdy otedy dy odar chedy ytedy okchdy g	[pchdar:?] | [opar:?] | abgemessene Fraktion I | [cheeol:?] | [ofchdy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | Qualitäts-/Wertfeld geschlossen | [odar:?] | trocken in der Mitte des Grades, abgeschlossen | [ytedy:?] | heiß-trockener Ansatz am Anfang des Grades, abgeschlossen | vorstehenden Rezeptposten abschließen	[pchdar:?] | [opar:?] | abgemessene Fraktion I | vollständig getrockneter Drogenstoff | [ofchdy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | Qualitäts-/Wertfeld geschlossen | [odar:?] | trocken in der Mitte des Grades, abgeschlossen | [ytedy:?] | heiß-trockener Ansatz am Anfang des Grades, abgeschlossen | vorstehenden Rezeptposten abschließen	[pchdar:?]; [opar:?]; abgemessene Fraktion I; vollständig getrockneter Drogenstoff; [ofchdy:?]; Ansatz auf mittlerer Kühlstufe abgeschlossen; [odar:?]; bis zur mittleren Trockenstufe gebracht; [ytedy:?]; heiß-trockener Ansatz am Anfang des Grades, abgeschlossen; vorstehenden Rezeptposten abschließen	6	5	0
f26v	f26v.7	H	1	9	ykey	YKEY_ACTION	pchedy dar cheoet chy sair chees odaiiin chkeeey ykey sheey	getrocknetes Pulver | abgemessene Fraktion I | [cheoet:?] | trocken am Anfang des Grades | Samenfraktion II | vollständig getrocknete Kräutermischung | [odaiiin:?] | [chkeeey:?] | [ykey:?] | feucht am Ende des Grades	getrocknetes Pulver | abgemessene Fraktion I | [cheoet:?] | trocken am Anfang des Grades | Samenfraktion II | vollständig getrocknete Kräutermischung | [odaiiin:?] | [chkeeey:?] | erhitze hiervon bis zur Mittelstufe und schließe ab | feucht am Ende des Grades	getrocknetes Pulver; abgemessene Fraktion I; [cheoet:?]; angetrocknet; Samenfraktion II; vollständig getrocknete Kräutermischung; [odaiiin:?]; [chkeeey:?]; erhitze hiervon bis zur Mittelstufe und schließe ab; vollständig eingeweicht	4	3	0
f28r	f28r.1	H	1	4	opchol	EXACT_WHOLE	pchodar shod chocphy opchol daiin otchol chy qo ldy	[pchodar:?] | [shod:?] | [chocphy:?] | [opchol:?] | Qualitätsgrad III | kalt-trockener Zubereitungsstoff | trocken am Anfang des Grades | nehmen | Holzdroge, fertig aufbereitet	[pchodar:?] | [shod:?] | [chocphy:?] | getrockneter Pulverstoff im Ansatz | Qualitätsgrad III | kalt-trockener Zubereitungsstoff | trocken am Anfang des Grades | nehmen | Holzdroge, fertig aufbereitet	[pchodar:?]; [shod:?]; [chocphy:?]; getrockneter Pulverstoff im Ansatz; Stufe III; kalt-trockener Zubereitungsstoff; angetrocknet; nimm Folgendes: Holzdroge, fertig aufbereitet	4	3	0
f29v	f29v.7	H	1	1	qotcho	QOTCHO_ACTION	qotcho kchor daiin ykaiin dy shdy chocthy sheky	[qotcho:?] | Drogenportion, heiß-trocken | Menge/Portion III | erhitze hiervon auf Stufe III | Qualitäts-/Wertfeld geschlossen | feucht am Anfang des Grades, abgeschlossen | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | bis zur Mittelstufe einweichen, erhitzen und abschließen	kühle, trockne und setze an | Drogenportion, heiß-trocken | Menge/Portion III | erhitze hiervon auf Stufe III | Qualitäts-/Wertfeld geschlossen | feucht am Anfang des Grades, abgeschlossen | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | bis zur Mittelstufe einweichen, erhitzen und abschließen	kühle, trockne und setze an; Drogenportion, heiß-trocken; Menge/Portion III; erhitze hiervon auf Stufe III; leicht angefeuchtet, abgeschlossen; trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung; bis zur Mittelstufe einweichen, erhitzen und abschließen	1	0	1
f2r	f2r.10	H	1	9	eaiin	EXACT_WHOLE	qoky cholaiin shol sheky daiin cthey keol saiin eaiin	heiß am Anfang des Grades | trocken, Grad III | feucht; nominal feuchtes Gut/Material | bis zur Mittelstufe einweichen, erhitzen und abschließen | Grad-/Maßwert III | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | heißer Drogenstoff | Samen/Saatgut, Typ/Charge III | [eaiin:?]	heiß am Anfang des Grades | trocken, Grad III | feucht; nominal feuchtes Gut/Material | bis zur Mittelstufe einweichen, erhitzen und abschließen | Grad-/Maßwert III | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | heißer Drogenstoff | Samen/Saatgut, Typ/Charge III | drei Teile auf Mittelstufe	leicht erhitzt; trocken, Grad III; Feuchtgut; bis zur Mittelstufe einweichen, erhitzen und abschließen; drei Maße; Krautdroge, Form I; Blatt-/Krautdroge, Form I; heißer Drogenstoff; Samen/Saatgut, Typ/Charge III; drei Teile auf Mittelstufe	1	0	1
