state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	cohort	surface	final_context_recipe	state_marker_sequence	effective_action_roots	effective_argument_roots	context_mode_card_id	context_mode	action_carry	action_source_type	action_source_event_id	action_source_card_distance	action_scope_frame_id	action_scope_kind	action_scope_phrase_de	argument_carry	argument_source_type	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	control_action_context_witness	gdt568_action_voice_clause_de	context_voice_working_clause_de	owner_bound_control_clause_de	gdt568_owner_action_chain_de	context_voice_action_chain_de	context_voice_changed	state_atom_alignment	guard
341	G407-E1436	G407-S083	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	qoldy	OL+DY	OL+DY	SH	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E1435	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: halte den Stationsposten; schließe den Schritt.	Weiter im laufenden Gang: halte denselben Stationsposten; schließe den Schritt.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor]; schließe den Schritt.	halte den Stationsposten	halte denselben Stationsposten	YES	1:OL=weiter | 2:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
342	G407-E1438	G407-S084	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	chekeedy	CH+K+EE+DY	DY	CH|K	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1438	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	2	2	NOT_APPLICABLE	Entnimm den Stationsposten und führe den Stationsposten zu; auf Grad II; schließe den Schritt.	Entnimm denselben Stationsposten und führe denselben Stationsposten zu; auf Grad II; schließe den Schritt.	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.	entnimm den Stationsposten und führe den Stationsposten zu	entnimm denselben Stationsposten und führe denselben Stationsposten zu	YES	1:CH=nehmen | 2:K=geben | 3:EE=auf Grad II | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
343	G407-E1447	G407-S085	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	olkar	OL+K+AR	OL	K	AIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1447	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	NOT_APPLICABLE	Weiter: führe den Stationsanteil zu; von der Ausgangsstation.	Weiter: führe denselben Stationsanteil zu; von der Ausgangsstation.	Weiter führe den Stationsanteil [wie zuvor] zu; von der Ausgangsstation.	führe den Stationsanteil zu	führe denselben Stationsanteil zu	YES	1:OL=weiter | 2:K=geben | 3:AR=vom Ausgang	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
344	G407-E1458	G407-S085	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	qokeedy	OK+EE+DY	DY	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1458	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
345	G407-E1465	G407-S086	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	ol	OL	OL	R	AIN	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E1463	2	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	YES	Weiter: markiere den Stationsanteil.	Weiter im laufenden Gang: markiere denselben Stationsanteil.	Weiter im laufenden Gang markiere den Stationsanteil [wie zuvor].	markiere den Stationsanteil	markiere denselben Stationsanteil	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
346	G407-E1466	G407-S086	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	olsheedy	OL+SH+EE+DY	OL+DY	SH	AIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1466	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	NOT_APPLICABLE	Weiter: halte den Stationsanteil; auf Grad II; schließe den Schritt.	Weiter: halte denselben Stationsanteil; auf Grad II; schließe den Schritt.	Weiter halte den Stationsanteil [wie zuvor]; auf Grad II; schließe den Schritt.	halte den Stationsanteil	halte denselben Stationsanteil	YES	1:OL=weiter | 2:SH=halten | 3:EE=auf Grad II | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
347	G407-E1470	G407-S087	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	olky	OL+K+Y	OL	K	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E1470	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: führe den Stationsposten zu.	Weiter: führe den Stationsposten zu.	Weiter führe den Stationsposten zu.	führe den Stationsposten zu	führe den Stationsposten zu	NO	1:OL=weiter | 2:K=geben | 3:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
348	G407-E1475	G407-S087	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	qokeedy	OK+EE+DY	DY	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1475	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
349	G407-E1477	G407-S088	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	pchedy	P+CHD+DY	DY	P|CHD	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1477	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	2	2	NOT_APPLICABLE	Setze den Stationsposten ein und bearbeite den Stationsposten; schließe den Schritt.	Setze denselben Stationsposten ein und bearbeite denselben Stationsposten; schließe den Schritt.	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	setze den Stationsposten ein und bearbeite den Stationsposten	setze denselben Stationsposten ein und bearbeite denselben Stationsposten	YES	1:P=einsetzen | 2:CHD=bearbeiten | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
350	G407-E1478	G407-S089	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	qokshdy	OK+SH+DY	DY	OK|SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1478	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	2	2	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an und halte den Stationsposten; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und halte denselben Stationsposten; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an und halte den Stationsposten [wie zuvor]; schließe den Schritt.	setze den Stationsposten im Stationsgang an und halte den Stationsposten	setze denselben Stationsposten im Stationsgang an und halte denselben Stationsposten	YES	1:OK=setzen | 2:SH=halten | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
351	G407-E1483	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	lol	L+OL	OL	OK	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E1481	2	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; über die sichtbare Verbindung.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:L=über die Verbindung | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
352	G407-E1488	G407-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	qokardy	OK+AR+DY	DY	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1488	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; von der Ausgangsstation; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation; schließe den Schritt.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:AR=vom Ausgang | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
353	G407-E1492	G407-S091	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	lshedy	L+SH+E+DY	DY	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1492	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte denselben Stationsposten	YES	1:L=über die Verbindung | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
354	G407-E1493	G407-S092	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	okeedy	OK+EE+DY	DY	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1493	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
355	G407-E1494	G407-S093	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	qokchdy	OK+CHD+DY	DY	OK|CHD	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1494	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	2	2	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite denselben Stationsposten; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten	setze denselben Stationsposten im Stationsgang an und bearbeite denselben Stationsposten	YES	1:OK=setzen | 2:CHD=bearbeiten | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
356	G407-E1497	G407-S094	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	qokedy	OK+E+DY	DY	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1497	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
357	G407-E1501	G407-S095	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	olchedy	OL+CHD+DY	OL+DY	CHD	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1501	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: bearbeite den Stationsposten; schließe den Schritt.	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	Weiter bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	bearbeite den Stationsposten	bearbeite denselben Stationsposten	YES	1:OL=weiter | 2:CHD=bearbeiten | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
358	G407-E1504	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	qotar	OT+AR	OT	SH	OR	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E1503	1	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	YES	CONTEXT_CARRY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	YES	Danach: halte die Stationseinheit; von der Ausgangsstation.	Danach im laufenden Gang: halte dieselbe Stationseinheit; von der Ausgangsstation.	Danach im laufenden Gang halte die Stationseinheit [wie zuvor]; von der Ausgangsstation.	halte die Stationseinheit	halte dieselbe Stationseinheit	YES	1:OT=danach | 2:AR=vom Ausgang	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
359	G407-E1510	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	otey	OT+E+Y	OT	K	Y	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E1508	2	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsposten	NOT_APPLICABLE	0	0	YES	Danach: führe den Stationsposten zu; auf Grad I.	Danach im laufenden Gang: führe den Stationsposten zu; auf Grad I.	Danach im laufenden Gang führe den Stationsposten zu; auf Grad I.	führe den Stationsposten zu	führe den Stationsposten zu	YES	1:OT=danach | 2:E=auf Grad I | 3:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
360	G407-E1511	G407-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	tedy	T+E+DY	DY	T	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1511	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Stelle den Stationsposten ein; auf Grad I; schließe den Schritt.	Stelle denselben Stationsposten ein; auf Grad I; schließe den Schritt.	Stelle den Stationsposten [wie zuvor] ein; auf Grad I; schließe den Schritt.	stelle den Stationsposten ein	stelle denselben Stationsposten ein	YES	1:T=einstellen | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
361	G407-E1512	G407-S097	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	lchedy	L+CHD+DY	DY	CHD	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1512	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	bearbeite den Stationsposten	bearbeite denselben Stationsposten	YES	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
362	G407-E1513	G407-S098	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	qokeedy	OK+EE+DY	DY	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1513	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
363	G407-E1515	G407-S099	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	oly	OL+Y	OL	OK	Y	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E1514	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsposten	NOT_APPLICABLE	0	0	YES	Weiter: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang setze den Stationsposten im Stationsgang an.	setze den Stationsposten im Stationsgang an	setze den Stationsposten im Stationsgang an	YES	1:OL=weiter | 2:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
364	G407-E1516	G407-S099	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	qokeedy	OK+EE+DY	DY	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1516	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
365	G407-E1520	G407-S100	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	shedy	SH+E+DY	DY	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1520	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte denselben Stationsposten	YES	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
366	G407-E1525	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	oly	OL+Y	OL	OK	Y	GDT569-C03	ACTION_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E1524	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsposten	NOT_APPLICABLE	0	0	YES	Weiter: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang setze den Stationsposten im Stationsgang an.	setze den Stationsposten im Stationsgang an	setze den Stationsposten im Stationsgang an	YES	1:OL=weiter | 2:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
367	G407-E1528	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	ol	OL	OL	R	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E1527	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: markiere den Stationsposten.	Weiter im laufenden Gang: markiere denselben Stationsposten.	Weiter im laufenden Gang markiere den Stationsposten [wie zuvor].	markiere den Stationsposten	markiere denselben Stationsposten	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
368	G407-E1532	G407-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	olshedy	OL+SH+E+DY	OL+DY	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1532	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: halte den Stationsposten; auf Grad I; schließe den Schritt.	Weiter: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Weiter halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte denselben Stationsposten	YES	1:OL=weiter | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
369	G407-E1534	G407-S102	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	pchedy	P+CHD+DY	DY	P|CHD	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1534	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	2	2	NOT_APPLICABLE	Setze den Stationsposten ein und bearbeite den Stationsposten; schließe den Schritt.	Setze denselben Stationsposten ein und bearbeite denselben Stationsposten; schließe den Schritt.	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	setze den Stationsposten ein und bearbeite den Stationsposten	setze denselben Stationsposten ein und bearbeite denselben Stationsposten	YES	1:P=einsetzen | 2:CHD=bearbeiten | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
370	G407-E1535	G407-S103	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	OLD26_GDT407	keedy	K+EE+DY	DY	K	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E1535	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Führe den Stationsposten zu; auf Grad II; schließe den Schritt.	Führe denselben Stationsposten zu; auf Grad II; schließe den Schritt.	Führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.	führe den Stationsposten zu	führe denselben Stationsposten zu	YES	1:K=geben | 2:EE=auf Grad II | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
