gdt751_occurrence_id	pair_id	pair_side	surface	paired_surface	page	physical_folio	locus	token_ordinal	line_token_count	normalized_position	line_position	line_first	line_last	paragraph_start_line	paragraph_end_line	paragraph_first_token	paragraph_last_token	section	language	hand	left_surface	right_surface	direct_pair_contact	canonical_axes_inherited	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G751-O0783	G751-Q011	Q_SIDE	qokain	okain	f111v	f111	f111v.26	4	11	0.300000	MIDDLE	0	0	1	0	0	0	S	B	3	okshey	chey	0	HOT|LEVEL_II	polar ar okshey qokain chey kal keedy qopchedy qopchey ltchs alpchdar	OPEN	0	0
G751-O0784	G751-Q011	Q_SIDE	qokain	okain	f111v	f111	f111v.29	7	10	0.666667	MIDDLE	0	0	1	0	0	0	S	B	3	opcheedy	chcfhey	0	HOT|LEVEL_II	polkiin cheopaiin otain shedy pchedy opcheedy qokain chcfhey otchey lldy	OPEN	0	0
G751-O0785	G751-Q011	Q_SIDE	qokain	okain	f111v	f111	f111v.30	4	11	0.300000	MIDDLE	0	0	0	1	0	0	S	B	3	sheekain	chechey	0	HOT|LEVEL_II	shokar okeokain sheekain qokain chechey qokeey qetain otain ar lkain lky	OPEN	0	0
G751-O0786	G751-Q011	Q_SIDE	qokain	okain	f111v	f111	f111v.31	7	12	0.545455	MIDDLE	0	0	1	0	0	0	S	B	3	chey	chey	0	HOT|LEVEL_II	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	OPEN	0	0
G751-O0787	G751-Q011	Q_SIDE	qokain	okain	f111v	f111	f111v.34	4	11	0.300000	MIDDLE	0	0	1	0	0	0	S	B	3	teody	talol	0	HOT|LEVEL_II	polar okar teody qokain talol tarol opchedy qotar otar chtal sam	OPEN	0	0
G751-O0788	G751-Q011	Q_SIDE	qokain	okain	f111v	f111	f111v.37	4	12	0.272727	MIDDLE	0	0	1	0	0	0	S	B	3	ykain	shalky	0	HOT|LEVEL_II	polchey lkarshar ykain qokain shalky dy tor chey keedy lteedy r aldl	OPEN	0	0
G751-O0789	G751-Q011	Q_SIDE	qokain	okain	f111v	f111	f111v.39	5	11	0.400000	MIDDLE	0	0	0	0	0	0	S	B	3	chcthy	chedy	0	HOT|LEVEL_II	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy	OPEN	0	0
G751-O0790	G751-Q011	Q_SIDE	qokain	okain	f111v	f111	f111v.39	9	11	0.800000	MIDDLE	0	0	0	0	0	0	S	B	3	shey	chedy	0	HOT|LEVEL_II	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy	OPEN	0	0
G751-O0791	G751-Q011	Q_SIDE	qokain	okain	f111v	f111	f111v.49	7	12	0.545455	MIDDLE	0	0	0	0	0	0	S	B	3	sheey	okain	1	HOT|LEVEL_II	soiry cheey chkain chal lor sheey qokain okain chey qokain o keey	OPEN	0	0
G751-O0792	G751-Q011	Q_SIDE	qokain	okain	f111v	f111	f111v.49	10	12	0.818182	MIDDLE	0	0	0	0	0	0	S	B	3	chey	o	0	HOT|LEVEL_II	soiry cheey chkain chal lor sheey qokain okain chey qokain o keey	OPEN	0	0
G751-O0793	G751-Q011	Q_SIDE	qokain	okain	f112r	f112	f112r.28	4	8	0.428571	MIDDLE	0	0	0	0	0	0	S	B	3	qokeedy	oteedy	0	HOT|LEVEL_II	ysheedy sheokeedy qokeedy qokain oteedy chckhy ytchedy sharam	OPEN	0	0
G751-O0794	G751-Q011	Q_SIDE	qokain	okain	f112v	f112	f112v.17	8	9	0.875000	MIDDLE	0	0	0	0	0	0	S	B	3	cheedy	otaldal	0	HOT|LEVEL_II	daiin chear chedy chy keedy chdaiin cheedy qokain otaldal	OPEN	0	0
G751-O0795	G751-Q011	Q_SIDE	qokain	okain	f113v	f113	f113v.3	5	7	0.666667	MIDDLE	0	0	0	1	0	0	S	B	3	okeeodar	olol	0	HOT|LEVEL_II	sar aiin chotar okeeodar qokain olol olam	OPEN	0	0
G751-O0796	G751-Q011	Q_SIDE	qokain	okain	f113v	f113	f113v.16	7	12	0.545455	MIDDLE	0	0	0	0	0	0	S	B	3	chdain	eor	0	HOT|LEVEL_II	daiin chl l keey lkaiin chdain qokain eor okalchedy qokar olkam ar	OPEN	0	0
G751-O0797	G751-Q011	Q_SIDE	qokain	okain	f113v	f113	f113v.32	4	9	0.375000	MIDDLE	0	0	0	1	0	0	S	B	3	keey	char	0	HOT|LEVEL_II	sheo l keey qokain char ar olar aiiin okar	OPEN	0	0
G751-O0798	G751-Q011	Q_SIDE	qokain	okain	f113v	f113	f113v.34	5	9	0.500000	MIDDLE	0	0	0	0	0	0	S	B	3	cheky	otecheedy	0	HOT|LEVEL_II	daiin cheaiin okchey cheky qokain otecheedy qokaiin chckhey chearam	OPEN	0	0
G751-O0799	G751-Q011	Q_SIDE	qokain	okain	f113v	f113	f113v.39	8	11	0.700000	MIDDLE	0	0	0	0	0	0	S	B	3	chekey	chcthy	0	HOT|LEVEL_II	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	OPEN	0	0
G751-O0800	G751-Q011	Q_SIDE	qokain	okain	f115r	f115	f115r.8	8	14	0.538462	MIDDLE	0	0	1	0	0	0	S	B	@	aiin	qoteeol	0	HOT|LEVEL_II	kcheor cheol orair ot chedar lor aiin qokain qoteeol dar ar al opchedy darom	OPEN	0	0
G751-O0801	G751-Q011	Q_SIDE	qokain	okain	f115r	f115	f115r.42	7	10	0.666667	MIDDLE	0	0	1	0	0	0	S	B	@	qorshy	qokain	0	HOT|LEVEL_II	tcheodl raiin chkar qokol lchdy qorshy qokain qokain chep chotchdy	OPEN	0	0
G751-O0802	G751-Q011	Q_SIDE	qokain	okain	f115r	f115	f115r.44	6	12	0.454545	MIDDLE	0	0	0	0	0	0	S	B	@	shody	otar	0	HOT|LEVEL_II	dcheos shedar qoor cheor shody qokain otar ar otar ytar ar aloky	OPEN	0	0
G751-O0803	G751-Q011	Q_SIDE	qokain	okain	f115v	f115	f115v.15	4	12	0.272727	MIDDLE	0	0	0	0	0	0	S	B	3	qotain	chl	0	HOT|LEVEL_II	saiin chol qotain qokain chl lr chdain qoteey rcheey r ar rodam	OPEN	0	0
G751-O0804	G751-Q011	Q_SIDE	qokain	okain	f115v	f115	f115v.39	5	9	0.500000	MIDDLE	0	0	0	0	0	0	S	B	3	qokedy	lkaiin	0	HOT|LEVEL_II	dairal chain ykeedy qokedy qokain lkaiin lkchey lkain lror	OPEN	0	0
G751-O0805	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.1	3	10	0.222222	MIDDLE	0	0	1	0	0	0	S	B	3	shey	otalshdy	0	HOT|LEVEL_II	kchdpy shey qokain otalshdy qoteey shear ain or llory earamom	OPEN	0	0
G751-O0806	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.7	5	10	0.444444	MIDDLE	0	0	1	0	0	0	S	B	3	qo	qoteey	0	HOT|LEVEL_II	pcholchdy teody otey qo qokain qoteey tokain otedy totol rotydy	OPEN	0	0
G751-O0807	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.8	5	10	0.444444	MIDDLE	0	0	0	0	0	0	S	B	3	qokeey	qotody	0	HOT|LEVEL_II	dar yteedy chedy qokeey qokain qotody oteedar otedy ldy lchedy	OPEN	0	0
G751-O0808	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.9	4	5	0.750000	MIDDLE	0	0	0	1	0	0	S	B	3	qokeedy	okeeylkaiin	0	HOT|LEVEL_II	qokeey lchey qokeedy qokain okeeylkaiin	OPEN	0	0
G751-O0809	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.13	9	11	0.800000	MIDDLE	0	0	0	0	0	0	S	B	3	qoteedy	shety	0	HOT|LEVEL_II	sar ain tey chetain shtey okey chedy qoteedy qokain shety okeedam	OPEN	0	0
G751-O0810	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.21	3	13	0.166667	MIDDLE	0	0	0	0	0	0	S	B	3	sheey	chal	0	HOT|LEVEL_II	sairol sheey qokain chal qol chl l rain okain shckhy dtal orchcthdy lty	OPEN	0	0
G751-O0811	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.22	4	12	0.272727	MIDDLE	0	0	0	0	0	0	S	B	3	shekchy	chedy	0	HOT|LEVEL_II	dol shedy shekchy qokain chedy otar okalain shcthy oteey dar chedy lg	OPEN	0	0
G751-O0812	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.25	7	13	0.500000	MIDDLE	0	0	0	0	0	0	S	B	3	shckhy	otal	0	HOT|LEVEL_II	chol sheky shedy qokeey qokeedy shckhy qokain otal ches oin ain al om	OPEN	0	0
G751-O0813	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.30	3	8	0.285714	MIDDLE	0	0	0	1	0	0	S	B	3	shey	chcthy	0	HOT|LEVEL_II	saraiin shey qokain chcthy okar air ollaiin okaly	OPEN	0	0
G751-O0814	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.33	5	11	0.400000	MIDDLE	0	0	0	0	0	0	S	B	3	sheeky	sheey	0	HOT|LEVEL_II	soraiin ykeey arain sheeky qokain sheey qol cheds ar r rsheg	OPEN	0	0
G751-O0815	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.34	1	12	0.000000	FIRST	1	0	0	0	0	0	S	B	3	EDGE	ar	0	HOT|LEVEL_II	qokain ar raiin shek okain y r shey qolchey okaiin shckhy qokam	OPEN	0	0
G751-O0816	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.35	3	10	0.222222	MIDDLE	0	0	0	0	0	0	S	B	3	qokeey	qokeey	0	HOT|LEVEL_II	shedy qokeey qokain qokeey lchey olkey raiin cthar shckhy qorar	OPEN	0	0
G751-O0817	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.39	1	14	0.000000	FIRST	1	0	0	0	0	0	S	B	3	EDGE	chey	0	HOT|LEVEL_II	qokain chey olr ain shey qokain o l keey keeey lkeal or al lom	OPEN	0	0
G751-O0818	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.39	6	14	0.384615	MIDDLE	0	0	0	0	0	0	S	B	3	shey	o	0	HOT|LEVEL_II	qokain chey olr ain shey qokain o l keey keeey lkeal or al lom	OPEN	0	0
G751-O0819	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.40	5	12	0.363636	MIDDLE	0	0	0	0	0	0	S	B	3	shey	shckhy	0	HOT|LEVEL_II	dsheey shey qokey shey qokain shckhy chery ol chedy l chey lchy	OPEN	0	0
G751-O0820	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.42	2	10	0.111111	MIDDLE	0	0	0	0	0	0	S	B	3	qo	sheckhy	0	HOT|LEVEL_II	qo qokain sheckhy qokain shekain shkain shedy shey qokan cham	OPEN	0	0
G751-O0821	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.42	4	10	0.333333	MIDDLE	0	0	0	0	0	0	S	B	3	sheckhy	shekain	0	HOT|LEVEL_II	qo qokain sheckhy qokain shekain shkain shedy shey qokan cham	OPEN	0	0
G751-O0822	G751-Q011	Q_SIDE	qokain	okain	f116r	f116	f116r.44	3	11	0.200000	MIDDLE	0	0	0	0	0	0	S	B	3	okeedy	shckhy	0	HOT|LEVEL_II	s okeedy qokain shckhy ol lcheor chky raiin chey qol okam	OPEN	0	0
G751-O0823	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f9r	f9	f9r.8	5	9	0.500000	MIDDLE	0	0	0	0	0	0	H	A	1	koraiin	d	0	HOT|LEVEL_II|PREPARATION	qotcho qokchy cthey koraiin okain d dal s olshocthy	OPEN	0	0
G751-O0824	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f18r	f18	f18r.4	5	5	1.000000	LAST	0	1	0	1	0	1	H	A	1	ykchol	EDGE	0	HOT|LEVEL_II|PREPARATION	chor cthor okeor ykchol okain	OPEN	0	0
G751-O0825	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f28v	f28	f28v.8	1	9	0.000000	FIRST	1	0	0	0	0	0	H	A	1	EDGE	chan	0	HOT|LEVEL_II|PREPARATION	okain chan chain cthor dain yk chy daiin cthol	OPEN	0	0
G751-O0826	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f33r	f33	f33r.7	7	9	0.750000	MIDDLE	0	0	0	1	0	0	H	B	2	cheekaiin	ar	0	HOT|LEVEL_II|PREPARATION	dar chos aiin or aiin cheekaiin okain ar okeeey	OPEN	0	0
G751-O0827	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f33v	f33	f33v.9	12	14	0.846154	MIDDLE	0	0	0	0	0	0	H	B	2	aiin	dal	0	HOT|LEVEL_II|PREPARATION	sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy	OPEN	0	0
G751-O0828	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f39v	f39	f39v.3	3	11	0.200000	MIDDLE	0	0	0	0	0	0	H	B	2	chor	okaii	0	HOT|LEVEL_II|PREPARATION	daiin chor okain okaii fchody saiin or aiin qokaiin ytodaiin okam	OPEN	0	0
G751-O0829	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f48r	f48	f48r.2	9	10	0.888889	MIDDLE	0	0	0	0	0	0	H	B	5	tedain	ckhy	0	HOT|LEVEL_II|PREPARATION	daiin yteeol cheody kechodshey qotedy chtaiin otchdy tedain okain ckhy	OPEN	0	0
G751-O0830	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f48v	f48	f48v.2	8	10	0.777778	MIDDLE	0	0	0	0	0	0	H	B	5	cthdy	chety	0	HOT|LEVEL_II|PREPARATION	chey tedy otchody ykeedy otar yotedy cthdy okain chety choolkeey	OPEN	0	0
G751-O0831	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f50r	f50	f50r.5	11	11	1.000000	LAST	0	1	0	0	0	0	H	B	2	ar	EDGE	0	HOT|LEVEL_II|PREPARATION	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	OPEN	0	0
G751-O0832	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f50v	f50	f50v.2	10	10	1.000000	LAST	0	1	0	0	0	0	H	B	2	cheey	EDGE	0	HOT|LEVEL_II|PREPARATION	tchodain oeeey okaiin shedy qokaly chdy oky keody cheey okain	OPEN	0	0
G751-O0833	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f50v	f50	f50v.3	8	9	0.875000	MIDDLE	0	0	0	0	0	0	H	B	2	qokedy	okal	0	HOT|LEVEL_II|PREPARATION	pochedy qokody checkhy shckhy dalol ykeeey qokedy okain okal	OPEN	0	0
G751-O0834	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f50v	f50	f50v.8	9	10	0.888889	MIDDLE	0	0	0	0	0	0	H	B	2	olkaiin	qod	0	HOT|LEVEL_II|PREPARATION	ykar okair otor qokedy ykchol kar chckhy olkaiin okain qod	OPEN	0	0
G751-O0835	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f55r	f55	f55r.12	9	10	0.888889	MIDDLE	0	0	0	0	0	0	H	B	2	qokaiin	r	0	HOT|LEVEL_II|PREPARATION	oain ckhy dl oiiin daiin okaiin chelal qokaiin okain r	OPEN	0	0
G751-O0836	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f75v	f75	f75v.49	3	6	0.400000	MIDDLE	0	0	0	1	0	0	B	B	2	shey	chedy	0	HOT|LEVEL_II|PREPARATION	por shey okain chedy qolsheol olchedy	OPEN	0	0
G751-O0837	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f76r	f76	f76r.2	6	12	0.454545	MIDDLE	0	0	0	0	0	0	T	B	2	dain	qokeor	0	HOT|LEVEL_II|PREPARATION	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheals qokeey	OPEN	0	0
G751-O0838	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f76r	f76	f76r.17	9	12	0.727273	MIDDLE	0	0	0	0	0	0	T	B	2	qokeedy	chedy	0	HOT|LEVEL_II|PREPARATION	chey chckh shey qeeey chol lkain shedy qokeedy okain chedy okeed qokaloro	OPEN	0	0
G751-O0839	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f76r	f76	f76r.26	9	14	0.615385	MIDDLE	0	0	0	0	0	0	T	B	2	qokaiin	cheedy	0	HOT|LEVEL_II|PREPARATION	shedal shey qokey qolchedy qolain ain chey qokaiin okain cheedy lchey l oly dy	OPEN	0	0
G751-O0840	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f76r	f76	f76r.29	11	14	0.769231	MIDDLE	0	0	0	0	0	0	T	B	2	okar	y	0	HOT|LEVEL_II|PREPARATION	qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain y laiin y	OPEN	0	0
G751-O0841	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f76r	f76	f76r.45	5	13	0.333333	MIDDLE	0	0	0	0	0	0	T	B	2	or	shey	0	HOT|LEVEL_II|PREPARATION	y shedy qo or okain shey qokaiin okeedy qochy as oin sheey chckhy	OPEN	0	0
G751-O0842	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f76r	f76	f76r.48	5	10	0.444444	MIDDLE	0	0	0	0	0	0	T	B	2	qoky	ytain	0	HOT|LEVEL_II|PREPARATION	saiin shckhy lkeedy qoky okain ytain oteedy okedor shedy qokal	OPEN	0	0
G751-O0843	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f77v	f77	f77v.1	1	3	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	y	0	HOT|LEVEL_II|PREPARATION	okain y kal	OPEN	0	0
G751-O0844	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f78r	f78	f78r.16	3	6	0.400000	MIDDLE	0	0	0	0	0	0	B	B	2	oted	ched	0	HOT|LEVEL_II|PREPARATION	qokol oted okain ched ar alory	OPEN	0	0
G751-O0845	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f78r	f78	f78r.18	7	7	1.000000	LAST	0	1	0	0	0	0	B	B	2	ar	EDGE	0	HOT|LEVEL_II|PREPARATION	o l chedy qokain dar ar okain	OPEN	0	0
G751-O0846	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f79r	f79	f79r.24	7	8	0.857143	MIDDLE	0	0	0	0	0	0	B	B	2	otchey	y	0	HOT|LEVEL_II|PREPARATION	qokshedy qolkeey qolkeedy qokedy otain otchey okain y	OPEN	0	0
G751-O0847	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f79r	f79	f79r.42	6	8	0.714286	MIDDLE	0	0	0	0	0	0	B	B	2	aiin	oly	0	HOT|LEVEL_II|PREPARATION	sain okaio chedy lkchedy aiin okain oly cheedy	OPEN	0	0
G751-O0848	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f79v	f79	f79v.20	5	10	0.444444	MIDDLE	0	0	0	0	0	0	B	B	2	shedy	ykees	0	HOT|LEVEL_II|PREPARATION	dchedy lchey qety shedy okain ykees olkey oty shey qoly	OPEN	0	0
G751-O0849	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f79v	f79	f79v.38	6	8	0.714286	MIDDLE	0	0	0	0	0	0	B	B	2	qokeey	sheckhdy	0	HOT|LEVEL_II|PREPARATION	olkeeey qokeey okeedy shedy qokeey okain sheckhdy dag	OPEN	0	0
G751-O0850	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f79v	f79	f79v.40	3	10	0.222222	MIDDLE	0	0	0	0	0	0	B	B	2	aiin	ol	0	HOT|LEVEL_II|PREPARATION	qokees aiin okain ol oiin qokoin sheky qokeedy qokar ol	OPEN	0	0
G751-O0851	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f79v	f79	f79v.41	3	9	0.250000	MIDDLE	0	0	0	0	0	0	B	B	2	qokeey	ol	0	HOT|LEVEL_II|PREPARATION	yshedy qokeey okain ol keey daldy chedy raiin orain	OPEN	0	0
G751-O0852	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f80r	f80	f80r.17	10	13	0.750000	MIDDLE	0	0	0	0	0	0	B	B	2	olkar	sheky	0	HOT|LEVEL_II|PREPARATION	solky sheckhy sheky shkeol qokar sheky chetain ol olkar okain sheky qokal da	OPEN	0	0
G751-O0853	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f80r	f80	f80r.19	10	11	0.900000	MIDDLE	0	0	0	0	0	0	B	B	2	qokain	oloky	1	HOT|LEVEL_II|PREPARATION	dcheol shedy qokeel qotaiin chtal schcthy qokal chcthy qokain okain oloky	OPEN	0	0
G751-O0854	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f80r	f80	f80r.25	4	13	0.250000	MIDDLE	0	0	0	0	0	0	B	B	2	cheeky	sol	0	HOT|LEVEL_II|PREPARATION	dar sheal cheeky okain sol lshedy dol checthy orol eeesal olo teol ory	OPEN	0	0
G751-O0855	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f80r	f80	f80r.32	7	8	0.857143	MIDDLE	0	0	0	0	0	0	B	B	2	qokain	ol	1	HOT|LEVEL_II|PREPARATION	solchey qoky r cheykain sheckhy qokain okain ol	OPEN	0	0
G751-O0856	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f80r	f80	f80r.33	6	8	0.714286	MIDDLE	0	0	0	1	0	0	B	B	2	olkeey	shecthy	0	HOT|LEVEL_II|PREPARATION	solchey qokeey lkar otal olkeey okain shecthy ol	OPEN	0	0
G751-O0857	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f80r	f80	f80r.43	5	8	0.571429	MIDDLE	0	0	0	0	0	0	B	B	2	checkhy	sheckhy	0	HOT|LEVEL_II|PREPARATION	sor sheckhy qokar checkhy okain sheckhy qokeey ly	OPEN	0	0
G751-O0858	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f80r	f80	f80r.45	1	8	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	shedy	0	HOT|LEVEL_II|PREPARATION	okain shedy qokan chedy qotain cheky lteey lolom	OPEN	0	0
G751-O0859	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f80r	f80	f80r.47	3	9	0.250000	MIDDLE	0	0	1	0	0	0	B	B	2	efaloir	okaiin	0	HOT|LEVEL_II|PREPARATION	polchy efaloir okain okaiin cheey kaiin ylor olkeey qokal	OPEN	0	0
G751-O0860	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f80v	f80	f80v.18	6	6	1.000000	LAST	0	1	0	1	0	1	B	B	2	or	EDGE	0	HOT|LEVEL_II|PREPARATION	ychedy qol okaiin olkedy or okain	OPEN	0	0
G751-O0861	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f80v	f80	f80v.27	8	10	0.777778	MIDDLE	0	0	1	0	0	0	B	B	2	oltaiin	shal	0	HOT|LEVEL_II|PREPARATION	pshol kain olkar shey qokain dal oltaiin okain shal qoty	OPEN	0	0
G751-O0862	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f80v	f80	f80v.30	6	9	0.625000	MIDDLE	0	0	1	0	0	0	B	B	2	qokaiin	okar	0	HOT|LEVEL_II|PREPARATION	pol or olkain oy qokaiin okain okar shey qolky	OPEN	0	0
G751-O0863	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f80v	f80	f80v.36	2	10	0.111111	MIDDLE	0	0	0	0	0	0	B	B	2	soin	sheor	0	HOT|LEVEL_II|PREPARATION	soin okain sheor ol shey daly olshedy olal shedy lchy	OPEN	0	0
G751-O0864	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f81r	f81	f81r.7	2	5	0.250000	MIDDLE	0	0	0	0	0	0	B	B	2	dshees	chcthy	0	HOT|LEVEL_II|PREPARATION	dshees okain chcthy otey okain	OPEN	0	0
G751-O0865	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f81r	f81	f81r.7	5	5	1.000000	LAST	0	1	0	0	0	0	B	B	2	otey	EDGE	0	HOT|LEVEL_II|PREPARATION	dshees okain chcthy otey okain	OPEN	0	0
G751-O0866	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f81r	f81	f81r.23	2	6	0.200000	MIDDLE	0	0	0	0	0	0	B	B	2	chey	sheckhy	0	HOT|LEVEL_II|PREPARATION	chey okain sheckhy soiin chey lchey	OPEN	0	0
G751-O0867	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f81v	f81	f81v.6	10	11	0.900000	MIDDLE	0	0	0	0	0	0	B	B	2	aiin	daldy	0	HOT|LEVEL_II|PREPARATION	qokain okaiin ol chedy cheol lky l s aiin okain daldy	OPEN	0	0
G751-O0868	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f82r	f82	f82r.19	1	5	0.000000	FIRST	1	0	0	1	0	0	B	B	2	EDGE	char	0	HOT|LEVEL_II|PREPARATION	okain char okain qokeedy lchy	OPEN	0	0
G751-O0869	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f82r	f82	f82r.19	3	5	0.500000	MIDDLE	0	0	0	1	0	0	B	B	2	char	qokeedy	0	HOT|LEVEL_II|PREPARATION	okain char okain qokeedy lchy	OPEN	0	0
G751-O0870	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f82v	f82	f82v.21	6	10	0.555556	MIDDLE	0	0	0	0	0	0	B	B	2	okaiin	olkain	0	HOT|LEVEL_II|PREPARATION	dain chey qokeeey qoky okaiin okain olkain otain okar aly	OPEN	0	0
G751-O0871	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f82v	f82	f82v.34	6	9	0.625000	MIDDLE	0	0	0	0	0	0	B	B	2	olor	qolkeey	0	HOT|LEVEL_II|PREPARATION	yckhey qokain cheky otaiin olor okain qolkeey qotar olkain	OPEN	0	0
G751-O0872	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f82v	f82	f82v.41	1	1	0.000000	SINGLE	1	1	0	0	0	0	B	B	2	EDGE	EDGE	0	HOT|LEVEL_II|PREPARATION	okain	OPEN	0	0
G751-O0873	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f83r	f83	f83r.35	4	5	0.750000	MIDDLE	0	0	0	0	0	0	B	B	2	okeeol	chdy	0	HOT|LEVEL_II|PREPARATION	saiin cheky okeeol okain chdy	OPEN	0	0
G751-O0874	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f95r2	f95	f95r2.3	9	10	0.888889	MIDDLE	0	0	0	0	0	0	H	B	3	ofar	aram	0	HOT|LEVEL_II|PREPARATION	todaiin chor chckhy qokol chkar ol otaiin ofar okain aram	OPEN	0	0
G751-O0875	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f95r2	f95	f95r2.4	5	6	0.800000	MIDDLE	0	0	0	1	0	0	H	B	3	or	chckhey	0	HOT|LEVEL_II|PREPARATION	daiin shody tor or okain chckhey	OPEN	0	0
G751-O0876	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f95v2	f95	f95v2.6	7	8	0.857143	MIDDLE	0	0	0	0	0	0	H	B	3	y	ldy	0	HOT|LEVEL_II|PREPARATION	dain ykaly chals shedain olaiin y okain ldy	OPEN	0	0
G751-O0877	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f95v1	f95	f95v1.1	7	9	0.750000	MIDDLE	0	0	1	0	0	0	H	B	3	okshy	ar	0	HOT|LEVEL_II|PREPARATION	olteedy oepaiin oekshy qofchdaiin shoyfar okshy okain ar alfshed	OPEN	0	0
G751-O0878	G751-Q011	UNPREFIXED_SIDE	okain	qokain	f95v1	f95	f95v1.3	5	11	0.400000	MIDDLE	0	0	0	0	0	0	H	B	3	char	sheody	0	HOT|LEVEL_II|PREPARATION	tchody qokaiin y char okain sheody chedy chcthykedy ety dain al	OPEN	0	0
