component_recipe	register	event_count	owner_count	context_state_key_count	distinct_clause_count	context_required	naive_first_event_id	naive_first_clause_mismatch_count	safe_context_free_reading_de
OT+E+DY+L	BIOLOGICAL	1	1	1	1	NO	G407-E2009	0	Danach: Über die Verbindung auf Grad I; schließe den Schritt.
OT+E+D_ADDR+AR	CELESTIAL	1	1	1	1	NO	G407-E1403	0	Danach: Vom Ausgang auf Grad I hier.
OT+E+D_ADDR+OR	BIOLOGICAL	1	1	1	1	NO	G407-E3252	0	Danach: Einheit auf Grad I hier.
OT+E+D_ADDR+SH+E+DY	BIOLOGICAL	1	1	1	1	NO	G407-E1924	0	Danach: Halte auf Grad I und auf Grad I hier; schließe den Schritt.
OT+E+O	CELESTIAL	3	3	3	3	YES	G407-E1190	2	Danach: Auf Grad I.
OT+E+O	PHARMA	1	1	1	1	NO	G407-E4027	0	Danach: Auf Grad I.
OT+E+O+DY	PHARMA	1	1	1	1	NO	G407-E3973	0	Danach: Auf Grad I; schließe den Schritt.
OT+E+O+D_ADDR+AR	CELESTIAL	3	3	3	3	YES	G407-E1081	2	Danach: Vom Ausgang auf Grad I hier.
OT+E+O+K+EE+Y	CELESTIAL	2	2	1	1	NO	G407-E1065	0	Danach: Gib den Posten auf Grad I und auf Grad II als Ausführung.
OT+E+O+SH+AR	CELESTIAL	1	1	1	1	NO	G407-E1086	0	Danach: Halte vom Ausgang auf Grad I als Ausführung.
OT+E+O+S_ADDR	CELESTIAL	4	4	4	4	YES	G407-E1213	3	Danach: Auf Grad I hier.
OT+E+O+S_ADDR	PHARMA	2	2	2	2	YES	G407-E4182	1	Danach: Auf Grad I hier.
OT+E+O+S_ADDR	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0033	0	Danach: Auf Grad I hier.
OT+E+O+Y	CELESTIAL	2	2	2	2	YES	G407-E1310	1	Danach: Führe den Posten aus auf Grad I.
OT+E+O+Y	PHARMA	2	1	2	2	YES	G407-E3988	1	Danach: Führe den Posten aus auf Grad I.
OT+E+OL	BIOLOGICAL	1	1	1	1	NO	G407-E2878	0	Danach und Weiter: Auf Grad I.
OT+E+OL	CELESTIAL	2	2	2	2	YES	G407-E1375	1	Danach und Weiter: Auf Grad I.
OT+E+OL	PHARMA	2	2	1	1	NO	G407-E4012	0	Danach und Weiter: Auf Grad I.
OT+E+OL	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0083	0	Danach und Weiter: Auf Grad I.
OT+E+OR	BIOLOGICAL	1	1	1	1	NO	G407-E3242	0	Danach: Einheit auf Grad I.
OT+E+OR	PHARMA	1	1	1	1	NO	G407-E3865	0	Danach: Einheit auf Grad I.
OT+E+S	BIOLOGICAL	1	1	1	1	NO	G407-E1976	0	Danach: Wähle auf Grad I.
OT+E+Y	BIOLOGICAL	12	7	5	5	YES	G407-E1510	9	Danach: Posten auf Grad I.
OT+E+Y	CELESTIAL	3	3	3	3	YES	G407-E1181	2	Danach: Posten auf Grad I.
OT+E+Y	PHARMA	1	1	1	1	NO	G407-E4130	0	Danach: Posten auf Grad I.
OT+EE+DY	BIOLOGICAL	23	8	13	13	YES	G407-E1784	22	Danach: Auf Grad II; schließe den Schritt.
OT+EE+DY	CELESTIAL	3	2	3	3	YES	G407-E1145	2	Danach: Auf Grad II; schließe den Schritt.
OT+EE+O	CELESTIAL	1	1	1	1	NO	G407-E1137	0	Danach: Auf Grad II.
OT+EE+O+DY	CELESTIAL	1	1	1	1	NO	G407-E1280	0	Danach: Auf Grad II; schließe den Schritt.
OT+EE+O+DY	PHARMA	1	1	1	1	NO	G407-E4016	0	Danach: Auf Grad II; schließe den Schritt.
OT+EE+O+D_ADDR+AIIN	CELESTIAL	1	1	1	1	NO	G407-E1061	0	Danach: Führe den Wert aus auf Grad II hier.
OT+EE+O+S_ADDR	CELESTIAL	1	1	1	1	NO	G407-E1097	0	Danach: Auf Grad II hier.
OT+EE+OL	BIOLOGICAL	1	1	1	1	NO	G407-E3408	0	Danach und Weiter: Auf Grad II.
OT+EE+OR	CELESTIAL	1	1	1	1	NO	G407-E1395	0	Danach: Einheit auf Grad II.
OT+EE+S	CELESTIAL	3	3	2	2	YES	G407-E1259	1	Danach: Wähle auf Grad II.
OT+EE+S+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2771	0	Danach: Wähle den Posten auf Grad II.
OT+EE+Y	BIOLOGICAL	11	6	6	6	YES	G407-E1792	7	Danach: Posten auf Grad II.
OT+EE+Y	CELESTIAL	10	6	6	6	YES	G407-E1068	9	Danach: Posten auf Grad II.
OT+EE+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0032	0	Danach: Posten auf Grad II.
OT+EEE+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2591	0	Danach: Auf Grad III; schließe den Schritt.
OT+EEE+S_ADDR	CELESTIAL	1	1	1	1	NO	G407-E1399	0	Danach: Auf Grad III hier.
OT+IIN+R	HERBAL	1	1	1	1	NO	G407-E0622	0	Danach: Markiere auf der bezeichneten Stufe.
OT+O	CELESTIAL	2	2	2	2	YES	G407-E1105	1	Danach: Führe die bezeichnete Karte aus.
OT+O+AR	CELESTIAL	1	1	1	1	NO	G407-E1286	0	Danach: Vom Ausgang.
OT+O+CHD+DY	CELESTIAL	1	1	1	1	NO	G407-E1348	0	Danach: Bearbeite als Ausführung; schließe den Schritt.
OT+O+DY	BIOLOGICAL	1	1	1	1	NO	G407-E1662	0	Danach: Schließe den Schritt.
OT+O+DY	HERBAL	1	1	1	1	NO	G407-E4575	0	Danach: Schließe den Schritt.
OT+O+DY	PHARMA	2	1	2	2	YES	G407-E3970	1	Danach: Schließe den Schritt.
OT+O+S	CELESTIAL	1	1	1	1	NO	G407-E1163	0	Danach: Wähle als Ausführung.
OT+OL	BIOLOGICAL	2	2	2	2	YES	G407-E1830	1	Danach und Weiter: Führe die bezeichnete Karte aus.
OT+OL	HERBAL	3	3	2	2	YES	G407-E0279	1	Danach und Weiter: Führe die bezeichnete Karte aus.
OT+OL	PHARMA	3	3	3	3	YES	G407-E3995	2	Danach und Weiter: Führe die bezeichnete Karte aus.
OT+OL	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0158	0	Danach und Weiter: Führe die bezeichnete Karte aus.
OT+OL+D_ADDR+AIIN	HERBAL	1	1	1	1	NO	G407-E0694	0	Danach und Weiter: Wert hier.
OT+OL+D_ADDR+O+S	CELESTIAL	1	1	1	1	NO	G407-E0958	0	Danach und Weiter: Wähle als Ausführung hier.
OT+OL+O+D_ADDR+AL	HERBAL	1	1	1	1	NO	G407-E0679	0	Danach und Weiter: Am Zielort hier.
OT+OL+P+CH+Y	PHARMA	1	1	1	1	NO	G407-E4241	0	Danach und Weiter: Setze den Posten ein; nimm den Posten.
OT+OR	BIOLOGICAL	2	1	2	2	YES	G407-E3613	1	Danach: Einheit.
OT+OR	CELESTIAL	2	2	1	1	NO	G407-E1034	0	Danach: Einheit.
OT+OR	HERBAL	4	1	3	3	YES	G407-E0233	2	Danach: Einheit.
OT+SH+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3616	0	Danach: Halte den Posten hier.
OT+SH+OL	HERBAL	1	1	1	1	NO	G407-E0530	0	Danach und Weiter: Halte.
OT+Y	BIOLOGICAL	17	10	6	6	YES	G407-E1656	16	Danach: Posten.
OT+Y	CELESTIAL	4	4	3	3	YES	G407-E0913	2	Danach: Posten.
OT+Y	HERBAL	12	5	6	6	YES	G407-E0238	9	Danach: Posten.
OT+Y+T+CH+OL	HERBAL	1	1	1	1	NO	G407-E0229	0	Danach und Weiter: Stelle den Posten ein; nimm den Posten.
P+AR	BIOLOGICAL	2	2	2	2	YES	G407-E2861	1	Setze vom Ausgang ein.
P+AR+AR	CELESTIAL	2	2	2	2	YES	G407-E1060	1	Setze vom Ausgang und vom Ausgang ein.
P+CH+AL	HERBAL	1	1	1	1	NO	G407-E0741	0	Setze ein; nimm am Zielort.
P+CH+E+O+L+Y	PHARMA	1	1	1	1	NO	G407-E3846	0	Setze den Posten ein; nimm den Posten über die Verbindung auf Grad I als Ausführung.
P+CH+O+CH+T+Y	HERBAL	1	1	1	1	NO	G407-E0215	0	Setze den Posten ein; nimm den Posten; nimm den Posten; stelle den Posten ein als Ausführung.
P+CH+O+D_ADDR+OL	HERBAL	1	1	1	1	NO	G407-E0219	0	Weiter: Setze ein; nimm als Ausführung hier.
P+CH+OR	BIOLOGICAL	1	1	1	1	NO	G407-E3527	0	Setze die Einheit ein; nimm die Einheit.
P+CHD+AL	BIOLOGICAL	1	1	1	1	NO	G407-E3521	0	Setze ein; bearbeite am Zielort.
P+CHD+AR	BIOLOGICAL	2	2	1	1	NO	G407-E1572	0	Setze ein; bearbeite vom Ausgang.
P+CHD+DY	BIOLOGICAL	10	8	2	2	YES	G407-E1477	1	Setze ein; bearbeite; schließe den Schritt.
P+CHD+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3075	0	Setze den Posten ein; bearbeite den Posten.
P+DA+L+SH+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3611	0	Setze den Posten ein; halte den Posten über die Verbindung auf der zweiten Stufe hier.
P+D_ADDR+AL+SH+OR	BIOLOGICAL	1	1	1	1	NO	G407-E1654	0	Setze die Einheit ein; halte die Einheit am Zielort hier.
P+D_ADDR+R+AIR+DY	HERBAL	1	1	1	1	NO	G407-E0521	0	Setze ein; markiere entlang der Bahn hier; schließe den Schritt.
P+O+D_ADDR+AR	HERBAL	1	1	1	1	NO	G407-E4400	0	Setze vom Ausgang ein als Ausführung hier.
P+O+EE+AR	PHARMA	1	1	1	1	NO	G407-E3882	0	Setze vom Ausgang ein auf Grad II als Ausführung.
P+O+R+A_ADDR+CH+OL	PHARMA	1	1	1	1	NO	G407-E4231	0	Weiter: Setze ein; markiere; nimm als Ausführung hier.
P+O+S+A_ADDR+L+SH+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3329	0	Setze den Posten ein; wähle den Posten; halte den Posten über die Verbindung als Ausführung hier.
P+OL	BIOLOGICAL	1	1	1	1	NO	G407-E2627	0	Weiter: Setze ein.
P+OL+AL+CHD+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2201	0	Weiter: Setze ein; bearbeite am Zielort; schließe den Schritt.
P+OL+CH+O+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2714	0	Weiter: Setze den Posten ein; nimm den Posten als Ausführung.
P+OL+CHD	BIOLOGICAL	1	1	1	1	NO	G407-E3312	0	Weiter: Setze ein; bearbeite.
P+OL+CHD+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2808	0	Weiter: Setze ein; bearbeite; schließe den Schritt.
P+OL+D_ADDR+AR+A_ADDR+IIN+S	BIOLOGICAL	1	1	1	1	NO	G407-E2393	0	Weiter: Setze ein; wähle vom Ausgang auf der bezeichneten Stufe hier und hier.
P+OL+D_ADDR+Y	PHARMA	1	1	1	1	NO	G407-E3886	0	Weiter: Setze den Posten ein hier.
P+OL+EE+D_ADDR+AR+AN	BIOLOGICAL	1	1	1	1	NO	G407-E2259	0	Weiter: Setze vom Ausgang ein auf Grad II hier und in der bezeichneten Klasse.
P+OL+SH+Y	BIOLOGICAL	2	2	1	1	NO	G407-E1711	0	Weiter: Setze den Posten ein; halte den Posten.
P+OT+CH+OK+OR	BIOLOGICAL	1	1	1	1	NO	G407-E1833	0	Danach: Setze die Einheit ein; nimm die Einheit; setze die Einheit.
P+SH+AR	BIOLOGICAL	1	1	1	1	NO	G407-E1657	0	Setze ein; halte vom Ausgang.
P+SH+E+DY	BIOLOGICAL	1	1	1	1	NO	G407-E2202	0	Setze ein; halte auf Grad I; schließe den Schritt.
P+SH+E+D_ADDR+AR	HERBAL	1	1	1	1	NO	G407-E4552	0	Setze ein; halte vom Ausgang auf Grad I hier.
P+SH+OL	PHARMA	1	1	1	1	NO	G407-E4143	0	Weiter: Setze ein; halte.
P+SH+OL	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0132	0	Weiter: Setze ein; halte.
P+Y	BIOLOGICAL	1	1	1	1	NO	G407-E1624	0	Setze den Posten ein.
P+Y+D_ADDR+EE+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0166	0	Setze den Posten und den Posten ein auf Grad II hier.
P+Y+K+EE+OR	BIOLOGICAL	1	1	1	1	NO	G407-E1469	0	Setze den Posten und die Einheit ein; gib den Posten und die Einheit auf Grad II.
R	BIOLOGICAL	12	7	2	2	YES	G407-E1463	1	Markiere.
R	CELESTIAL	2	2	2	2	YES	G407-E0938	1	Markiere.
R	HERBAL	3	2	2	2	YES	G407-E0644	2	Markiere.
R	PHARMA	3	3	2	2	YES	G407-E4030	1	Markiere.
R	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0110	0	Markiere.
R+AIIN	BIOLOGICAL	7	3	1	1	NO	G407-E2340	0	Markiere den Wert.
R+AIIN	HERBAL	1	1	1	1	NO	G407-E4540	0	Markiere den Wert.
R+AIIN+LOCAL_CHAR_I	BIOLOGICAL	1	1	1	1	NO	G407-E1930	0	Markiere den Wert mit der lokalen Variante.
R+AIN	BIOLOGICAL	3	3	1	1	NO	G407-E2137	0	Markiere den Anteil.
R+AL	BIOLOGICAL	1	1	1	1	NO	G407-E3084	0	Markiere am Zielort.
R+AL	PHARMA	1	1	1	1	NO	G407-E3804	0	Markiere am Zielort.
R+AL+CH+E+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3311	0	Markiere den Posten; nimm den Posten am Zielort auf Grad I.
R+AL+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3782	0	Markiere den Posten am Zielort.
R+AM_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E1645	0	Markiere hier.
R+A_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E3302	0	Markiere hier.
R+A_ADDR+G_LABEL	BIOLOGICAL	1	1	1	1	NO	G407-E3430	0	Markiere hier und mit der lokalen Variante.
R+A_ADDR+S+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3356	0	Markiere den Posten; wähle den Posten hier.
R+CH+E+S	BIOLOGICAL	1	1	1	1	NO	G407-E3469	0	Markiere; nimm; wähle auf Grad I.
R+CH+E+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3246	0	Markiere den Posten; nimm den Posten auf Grad I.
R+CH+S	BIOLOGICAL	1	1	1	1	NO	G407-E3537	0	Markiere; nimm; wähle.
R+CHD+Y	BIOLOGICAL	2	2	1	1	NO	G407-E3417	0	Markiere den Posten; bearbeite den Posten.
R+O	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0168	0	Markiere als Ausführung.
R+O+SH+CH+K+Y	PHARMA	1	1	1	1	NO	G407-E3933	0	Markiere den Posten; halte den Posten; nimm den Posten; gib den Posten als Ausführung.
R+OL	BIOLOGICAL	4	3	2	2	YES	G407-E1664	1	Weiter: Markiere.
R+OL+OT+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0034	0	Weiter und Danach: Markiere den Posten.
R+OR	BIOLOGICAL	1	1	1	1	NO	G407-E1439	0	Markiere die Einheit.
R+OR	CELESTIAL	1	1	1	1	NO	G407-E1051	0	Markiere die Einheit.
R+OR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2334	0	Markiere die Einheit und den Posten.
R+SH+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3071	0	Markiere den Posten; halte den Posten hier.
R+SH+E+AL	BIOLOGICAL	1	1	1	1	NO	G407-E3396	0	Markiere; halte am Zielort auf Grad I.
R+SH+E+DY	BIOLOGICAL	2	2	2	2	YES	G407-E1781	1	Markiere; halte auf Grad I; schließe den Schritt.
R+SH+EE+D_ADDR+Y	BIOLOGICAL	2	2	1	1	NO	G407-E3433	0	Markiere den Posten; halte den Posten auf Grad II hier.
R+T+AIN	BIOLOGICAL	1	1	1	1	NO	G407-E3794	0	Markiere den Anteil; stelle den Anteil ein.
R+Y	BIOLOGICAL	2	2	1	1	NO	G407-E1598	0	Markiere den Posten.
RESUME_CARD	HERBAL	1	1	1	1	NO	G407-E0844	0	Wie zuvor.
S	BIOLOGICAL	12	6	4	4	YES	G407-E1731	9	Wähle.
S	CELESTIAL	3	3	3	3	YES	G407-E0903	2	Wähle.
S	HERBAL	9	5	2	2	YES	G407-E0352	5	Wähle.
S	PHARMA	13	6	4	4	YES	G407-E3812	11	Wähle.
S	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0052	0	Wähle.
S+AIIN	BIOLOGICAL	13	7	1	1	NO	G407-E1556	0	Wähle den Wert.
S+AIIN	CELESTIAL	2	2	1	1	NO	G407-E0942	0	Wähle den Wert.
S+AIIN	PHARMA	6	5	1	1	NO	G407-E3829	0	Wähle den Wert.
S+AIN	BIOLOGICAL	18	12	1	1	NO	G407-E1542	0	Wähle den Anteil.
S+AIN	CELESTIAL	1	1	1	1	NO	G407-E0925	0	Wähle den Anteil.
S+AIN	HERBAL	3	3	1	1	NO	G407-E0510	0	Wähle den Anteil.
S+AIN	PHARMA	1	1	1	1	NO	G407-E4226	0	Wähle den Anteil.
S+AIR	BIOLOGICAL	1	1	1	1	NO	G407-E3573	0	Wähle entlang der Bahn.
S+AIR	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0040	0	Wähle entlang der Bahn.
S+AIR+AL	PHARMA	1	1	1	1	NO	G407-E3964	0	Wähle entlang der Bahn und am Zielort.
S+AL	BIOLOGICAL	8	7	1	1	NO	G407-E1502	0	Wähle am Zielort.
S+AL	CELESTIAL	2	2	1	1	NO	G407-E0990	0	Wähle am Zielort.
S+AL+CH+E+O+L	BIOLOGICAL	1	1	1	1	NO	G407-E3568	0	Wähle; nimm am Zielort und über die Verbindung auf Grad I als Ausführung.
S+AL+CH+T+E+D_ADDR+Y+T+AR	BIOLOGICAL	1	1	1	1	NO	G407-E3129	0	Wähle den Posten; nimm den Posten; stelle den Posten ein; stelle den Posten am Zielort und vom Ausgang ein auf Grad I hier.
S+AL+CHD+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3697	0	Wähle den Posten; bearbeite den Posten am Zielort.
S+AL+DY	PHARMA	1	1	1	1	NO	G407-E4056	0	Wähle am Zielort; schließe den Schritt.
S+AL+D_ADDR+AIIN	PHARMA	1	1	1	1	NO	G407-E3937	0	Wähle den Wert am Zielort hier.
S+AL+S+AIN	CELESTIAL	1	1	1	1	NO	G407-E0929	0	Wähle den Anteil; wähle den Anteil am Zielort.
S+AL+S+AL+Y	PHARMA	1	1	1	1	NO	G407-E3849	0	Wähle den Posten; wähle den Posten am Zielort und am Zielort.
S+AM_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E3548	0	Wähle hier.
S+AM_ADDR	PHARMA	2	1	1	1	NO	G407-E3815	0	Wähle hier.
S+AR	BIOLOGICAL	12	8	3	3	YES	G407-E1588	9	Wähle vom Ausgang.
S+AR	HERBAL	2	2	1	1	NO	G407-E0500	0	Wähle vom Ausgang.
S+AR	PHARMA	1	1	1	1	NO	G407-E3811	0	Wähle vom Ausgang.
S+AR+AL	CELESTIAL	1	1	1	1	NO	G407-E0924	0	Wähle vom Ausgang und am Zielort.
S+AR+OL	BIOLOGICAL	1	1	1	1	NO	G407-E1818	0	Weiter: Wähle vom Ausgang.
S+A_ADDR	BIOLOGICAL	1	1	1	1	NO	G407-E2568	0	Wähle hier.
S+A_ADDR+IIN+S+OL	BIOLOGICAL	1	1	1	1	NO	G407-E2706	0	Weiter: Wähle; wähle auf der bezeichneten Stufe hier.
S+A_ADDR+L+SH+CH+T+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3061	0	Wähle den Posten; halte den Posten; nimm den Posten; stelle den Posten über die Verbindung ein hier und hier.
S+A_ADDR+L+SH+E+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3341	0	Wähle den Posten; halte den Posten über die Verbindung auf Grad I hier.
S+A_ADDR+L+SH+E+Y	CELESTIAL	1	1	1	1	NO	G407-E1158	0	Wähle den Posten; halte den Posten über die Verbindung auf Grad I hier.
S+CH+E+O+R	PHARMA	1	1	1	1	NO	G407-E4354	0	Wähle; nimm; markiere auf Grad I als Ausführung.
S+CH+E+T+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3610	0	Wähle den Posten; nimm den Posten; stelle den Posten ein auf Grad I.
S+CH+E+Y	HERBAL	1	1	1	1	NO	G407-E0891	0	Wähle den Posten; nimm den Posten auf Grad I.
S+CH+K+E+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0086	0	Wähle den Posten; nimm den Posten; gib den Posten auf Grad I.
S+E+P+CH+Y	HERBAL	1	1	1	1	NO	G407-E0495	0	Wähle den Posten; setze den Posten ein; nimm den Posten auf Grad I.
S+EE+Y	PHARMA	1	1	1	1	NO	G407-E4129	0	Wähle den Posten auf Grad II.
S+K+AL	BIOLOGICAL	1	1	1	1	NO	G407-E3541	0	Wähle; gib am Zielort.
S+K+CHD+DY	HERBAL	1	1	1	1	NO	G407-E4543	0	Wähle; gib; bearbeite; schließe den Schritt.
S+L	BIOLOGICAL	1	1	1	1	NO	G407-E2690	0	Wähle über die Verbindung.
S+L	HERBAL	1	1	1	1	NO	G407-E0792	0	Wähle über die Verbindung.
S+O+CH+T+O+D_ADDR+Y	HERBAL	1	1	1	1	NO	G407-E0315	0	Wähle den Posten; nimm den Posten; stelle den Posten ein als Ausführung hier.
S+O+DA+R	BIOLOGICAL	1	1	1	1	NO	G407-E2712	0	Wähle; markiere auf der zweiten Stufe als Ausführung.
S+O+DA+R	CELESTIAL	1	1	1	1	NO	G407-E0930	0	Wähle; markiere auf der zweiten Stufe als Ausführung.
S+O+EE+Y	CELESTIAL	1	1	1	1	NO	G407-E0906	0	Wähle den Posten auf Grad II als Ausführung.
S+O+IIN	BIOLOGICAL	2	2	2	2	YES	G407-E2087	1	Wähle auf der bezeichneten Stufe als Ausführung.
S+O+IIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0031	0	Wähle auf der bezeichneten Stufe als Ausführung.
S+O+LOCAL_CHAR_I+IIN	BIOLOGICAL	1	1	1	1	NO	G407-E3668	0	Wähle auf der bezeichneten Stufe als Ausführung mit der lokalen Variante.
S+O+LOCAL_CHAR_I+IIN	PHARMA	1	1	1	1	NO	G407-E4381	0	Wähle auf der bezeichneten Stufe als Ausführung mit der lokalen Variante.
S+O+M_LOCAL	HERBAL	1	1	1	1	NO	G407-E0475	0	Wähle als Ausführung hier.
S+O+SH+O	CELESTIAL	1	1	1	1	NO	G407-E0968	0	Wähle; halte als Ausführung.
S+O+Y	HERBAL	1	1	1	1	NO	G407-E0502	0	Wähle den Posten als Ausführung.
S+OK+CH+EE+Y	BIOLOGICAL	1	1	1	1	NO	G407-E2439	0	Wähle den Posten; setze den Posten; nimm den Posten auf Grad II.
S+OK+E+O+D_ADDR+AIIN	PHARMA	1	1	1	1	NO	G407-E4010	0	Wähle den Wert; setze den Wert auf Grad I als Ausführung hier.
S+OK+EE+DY	BIOLOGICAL	1	1	1	1	NO	G407-E1782	0	Wähle; setze auf Grad II; schließe den Schritt.
S+OL+AR+OL	BIOLOGICAL	1	1	1	1	NO	G407-E3272	0	Weiter und Weiter: Wähle vom Ausgang.
S+OL+CH+K+AL	BIOLOGICAL	1	1	1	1	NO	G407-E3784	0	Weiter: Wähle; nimm; gib am Zielort.
S+OL+CHD+Y	BIOLOGICAL	3	3	1	1	NO	G407-E1883	0	Weiter: Wähle den Posten; bearbeite den Posten.
S+OL+D_ADDR+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3619	0	Weiter: Wähle den Posten hier.
S+OL+SH+E	BIOLOGICAL	1	1	1	1	NO	G407-E3511	0	Weiter: Wähle; halte auf Grad I.
S+OR	BIOLOGICAL	6	4	1	1	NO	G407-E1486	0	Wähle die Einheit.
S+OR	CELESTIAL	2	2	1	1	NO	G407-E0960	0	Wähle die Einheit.
S+OR	HERBAL	1	1	1	1	NO	G407-E0244	0	Wähle die Einheit.
S+OR+AIIN+R	CELESTIAL	1	1	1	1	NO	G407-E0914	0	Wähle die Einheit und den Wert; markiere die Einheit und den Wert.
S+OR+SH+Y	PHARMA	1	1	1	1	NO	G407-E3934	0	Wähle die Einheit und den Posten; halte die Einheit und den Posten.
S+OR+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0011	0	Wähle die Einheit und den Posten.
S+OT+AIIN	BIOLOGICAL	1	1	1	1	NO	G407-E3225	0	Danach: Wähle den Wert.
S+OT+AIIN	HERBAL	1	1	1	1	NO	G407-E0586	0	Danach: Wähle den Wert.
S+OT+E+OL	PHARMA	1	1	1	1	NO	G407-E3999	0	Danach und Weiter: Wähle auf Grad I.
S+OT+O+D_ADDR+AN	HERBAL	1	1	1	1	NO	G407-E0898	0	Danach: Wähle als Ausführung hier und in der bezeichneten Klasse.
S+OT+Y	HERBAL	1	1	1	1	NO	G407-E0440	0	Danach: Wähle den Posten.
S+SH+E+CH+K+Y	BIOLOGICAL	1	1	1	1	NO	G407-E1523	0	Wähle den Posten; halte den Posten; nimm den Posten; gib den Posten auf Grad I.
S+SH+E+DY	BIOLOGICAL	2	2	1	1	NO	G407-E1814	0	Wähle; halte auf Grad I; schließe den Schritt.
S+SH+E+OL	BIOLOGICAL	1	1	1	1	NO	G407-E1435	0	Weiter: Wähle; halte auf Grad I.
S+SH+E+Y	BIOLOGICAL	1	1	1	1	NO	G407-E1628	0	Wähle den Posten; halte den Posten auf Grad I.
S+SH+E+Y	CELESTIAL	1	1	1	1	NO	G407-E1004	0	Wähle den Posten; halte den Posten auf Grad I.
S+SH+O+L+SH+E+CH+T+Y	BIOLOGICAL	1	1	1	1	NO	G407-E3243	0	Wähle den Posten; halte den Posten; halte den Posten; nimm den Posten; stelle den Posten über die Verbindung ein auf Grad I als Ausführung.
S+Y+IIN+R	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0022	0	Wähle den Posten; markiere den Posten auf der bezeichneten Stufe.
SH	BIOLOGICAL	1	1	1	1	NO	G407-E2652	0	Halte.
SH	HERBAL	2	2	2	2	YES	G407-E0632	1	Halte.
SH	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0051	0	Halte.
SH+AIIN	HERBAL	3	2	1	1	NO	G407-E0389	0	Halte den Wert.
SH+AIIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0161	0	Halte den Wert.
SH+AL	BIOLOGICAL	1	1	1	1	NO	G407-E1576	0	Halte am Zielort.
SH+AR	HERBAL	1	1	1	1	NO	G407-E4431	0	Halte vom Ausgang.
SH+AR	PHARMA	1	1	1	1	NO	G407-E4062	0	Halte vom Ausgang.
SH+AR	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0017	0	Halte vom Ausgang.
SH+CH+K+E+DY	BIOLOGICAL	3	2	1	1	NO	G407-E3175	0	Halte; nimm; gib auf Grad I; schließe den Schritt.
SH+CH+K+E+Y	BIOLOGICAL	2	2	1	1	NO	G407-E3352	0	Halte den Posten; nimm den Posten; gib den Posten auf Grad I.
SH+CH+K+E+Y	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0108	0	Halte den Posten; nimm den Posten; gib den Posten auf Grad I.
SH+CH+K+Y	BIOLOGICAL	11	8	1	1	NO	G407-E1639	0	Halte den Posten; nimm den Posten; gib den Posten.
SH+CH+T+AIIN	SOURCE_SECTION_T	1	1	1	1	NO	G407-E0146	0	Halte den Wert; nimm den Wert; stelle den Wert ein.
SH+CH+T+E+Y	BIOLOGICAL	2	2	1	1	NO	G407-E2417	0	Halte den Posten; nimm den Posten; stelle den Posten ein auf Grad I.
SH+CH+T+Y	BIOLOGICAL	4	3	1	1	NO	G407-E2116	0	Halte den Posten; nimm den Posten; stelle den Posten ein.
