unified_index	register	page	unit_or_locus	visible_owner	source_id	desired_value_de	writing_layer	recipe_or_key	writer_action	resulting_visible_surface	result_status
320	PROSE	f83r	B4-S003	Hauptpaar am sichtbaren ungerichteten Bogen	E320	danach dorthin	PURE_COMPOSITION	OT+AL	Build OT+AL; WRITE_REGISTERED_CANONICAL_CARD	otal	GENERATED_OR_COPIED_EXACTLY
321	PROSE	f83r	B4-S003	Hauptpaar am sichtbaren ungerichteten Bogen	E321	das nächste	PURE_COMPOSITION	OT+Y[SUBTYPE=NEXT_ITEM]	Build OT+Y[SUBTYPE=NEXT_ITEM]; WRITE_REGISTERED_CANONICAL_CARD	otchey	GENERATED_OR_COPIED_EXACTLY
322	PROSE	f83r	B4-S003	Hauptpaar am sichtbaren ungerichteten Bogen	E322	länger einwirken lassen	PURE_COMPOSITION	OK+E_GRADE+Y[GRADE=EE_LONG]	Build OK+E_GRADE+Y[GRADE=EE_LONG]; WRITE_REGISTERED_CANONICAL_CARD	qokeey	GENERATED_OR_COPIED_EXACTLY
323	PROSE	f83r	B4-S003	Hauptpaar am sichtbaren ungerichteten Bogen	E323	einsetzen	PURE_COMPOSITION	OK+Y[SUBTYPE=SET_CURRENT_ITEM]	Build OK+Y[SUBTYPE=SET_CURRENT_ITEM]; WRITE_REGISTERED_CANONICAL_CARD	qoky	GENERATED_OR_COPIED_EXACTLY
324	PROSE	f83r	B4-S003	Hauptpaar am sichtbaren ungerichteten Bogen	E324	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	tol	GENERATED_OR_COPIED_EXACTLY
325	PROSE	f83r	B4-S003	Hauptpaar am sichtbaren ungerichteten Bogen	E325	kurz absetzen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	E_GRADE+DY+SHED[GRADE=E_SHORT]	Build E_GRADE+DY+SHED[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	shedy	GENERATED_OR_COPIED_EXACTLY
326	PROSE	f83r	B4-S004	Hauptpaar am sichtbaren ungerichteten Bogen	E326	befestigen; Schluss	LEARNED_WHOLE_SIGN	WHOLE_SIGN[qokylddy]	Copy the complete memorized prose nomenclator card	qokylddy	GENERATED_OR_COPIED_EXACTLY
327	PROSE	f83r	B4-S005	Hauptpaar am sichtbaren ungerichteten Bogen	E327	Einlage	LEARNED_WHOLE_SIGN	WHOLE_SIGN[dain]	Copy the complete memorized prose nomenclator card	dain	GENERATED_OR_COPIED_EXACTLY
328	PROSE	f83r	B4-S005	Hauptpaar am sichtbaren ungerichteten Bogen	E328	überführen	PURE_COMPOSITION	Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]	Build Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]; WRITE_REGISTERED_CANONICAL_CARD	chedy	GENERATED_OR_COPIED_EXACTLY
329	PROSE	f83r	B4-S005	Hauptpaar am sichtbaren ungerichteten Bogen	E329	lange einwirken; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	OK+E_GRADE+DY[GRADE=EE_LONG]	Build OK+E_GRADE+DY[GRADE=EE_LONG]; WRITE_REGISTERED_CANONICAL_CARD	qokeedy	GENERATED_OR_COPIED_EXACTLY
330	PROSE	f83r	B4-S006	Hauptpaar am sichtbaren ungerichteten Bogen	E330	durchlassen; Schluss	PURE_COMPOSITION	CKHE[LICENSED_CLOSE=YES]	Build CKHE[LICENSED_CLOSE=YES]; WRITE_REGISTERED_CANONICAL_CARD	shckhedy	GENERATED_OR_COPIED_EXACTLY
331	PROSE	f83r	B4-S007	Hauptpaar am sichtbaren ungerichteten Bogen	E331	durchlassen; Schluss	PURE_COMPOSITION	CKHE[LICENSED_CLOSE=YES]	Build CKHE[LICENSED_CLOSE=YES]; WRITE_REGISTERED_CANONICAL_CARD	shckhedy	GENERATED_OR_COPIED_EXACTLY
332	PROSE	f83r	B4-S008	Hauptpaar am sichtbaren ungerichteten Bogen	E332	Sollmaß	PURE_COMPOSITION	AIIN[SUBTYPE=GENERAL_MEASURE]	Build AIIN[SUBTYPE=GENERAL_MEASURE]; WRITE_REGISTERED_CANONICAL_CARD	saiin	GENERATED_OR_COPIED_EXACTLY
333	PROSE	f83r	B4-S008	Hauptpaar am sichtbaren ungerichteten Bogen	E333	länger bearbeiten	PURE_COMPOSITION	E_GRADE+Y+CHK[GRADE=EE_LONG][SUBTYPE=GENERAL_LONG_ADJUSTMENT]	Build E_GRADE+Y+CHK[GRADE=EE_LONG][SUBTYPE=GENERAL_LONG_ADJUSTMENT]; WRITE_REGISTERED_CANONICAL_CARD	cheeky	GENERATED_OR_COPIED_EXACTLY
334	PROSE	f83r	B4-S008	Hauptpaar am sichtbaren ungerichteten Bogen	E334	Langhalt	PURE_COMPOSITION	E_GRADE+Y	Build E_GRADE+Y; WRITE_REGISTERED_CANONICAL_CARD	sheey	GENERATED_OR_COPIED_EXACTLY
335	PROSE	f83r	B4-S008	Hauptpaar am sichtbaren ungerichteten Bogen	E335	kurz einwirken; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	OK+E_GRADE+DY[GRADE=E_SHORT]	Build OK+E_GRADE+DY[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	qokedy	GENERATED_OR_COPIED_EXACTLY
336	PROSE	f83r	B4-S009	Hauptpaar am sichtbaren ungerichteten Bogen	E336	kurz absetzen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	E_GRADE+DY+SHED[GRADE=E_SHORT]	Build E_GRADE+DY+SHED[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	shedy	GENERATED_OR_COPIED_EXACTLY
337	PROSE	f83r	B4-S010	Hauptpaar am sichtbaren ungerichteten Bogen	E337	fertig; Arbeitsschritt festsetzen	PURE_COMPOSITION	OL+DY	Build OL+DY; WRITE_REGISTERED_CANONICAL_CARD	oldy	GENERATED_OR_COPIED_EXACTLY
338	PROSE	f83r	B4-S011	linke offene Fransen-/Unterlaufstation	E338	Sollmaß	PURE_COMPOSITION	AIIN[SUBTYPE=GENERAL_MEASURE]	Build AIIN[SUBTYPE=GENERAL_MEASURE]; WRITE_REGISTERED_CANONICAL_CARD	saiin	GENERATED_OR_COPIED_EXACTLY
339	PROSE	f83r	B4-S011	linke offene Fransen-/Unterlaufstation	E339	kurz wärmen	PURE_COMPOSITION	E_GRADE+Y+CHK[GRADE=E_SHORT]	Build E_GRADE+Y+CHK[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	cheky	GENERATED_OR_COPIED_EXACTLY
340	PROSE	f83r	B4-S011	linke offene Fransen-/Unterlaufstation	E340	Langfortsetzung	PURE_COMPOSITION	OK+OL+E_GRADE[GRADE=EE_LONG]	Build OK+OL+E_GRADE[GRADE=EE_LONG]; WRITE_REGISTERED_CANONICAL_CARD	okeeol	GENERATED_OR_COPIED_EXACTLY
341	PROSE	f83r	B4-S011	linke offene Fransen-/Unterlaufstation	E341	Anteil zugeben	PURE_COMPOSITION	OK+AIN	Build OK+AIN; WRITE_REGISTERED_CANONICAL_CARD	okain	GENERATED_OR_COPIED_EXACTLY
342	PROSE	f83r	B4-S011	linke offene Fransen-/Unterlaufstation	E342	überführen	PURE_COMPOSITION	Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]	Build Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]; WRITE_REGISTERED_CANONICAL_CARD	chdy	GENERATED_OR_COPIED_EXACTLY
343	PROSE	f83r	B4-S011	linke offene Fransen-/Unterlaufstation	E343	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	sol	GENERATED_OR_COPIED_EXACTLY
344	PROSE	f83r	B4-S011	linke offene Fransen-/Unterlaufstation	E344	weiter abziehen; Schluss	LEARNED_WHOLE_SIGN	WHOLE_SIGN[lkedy]	Copy the complete memorized prose nomenclator card	lkedy	GENERATED_OR_COPIED_EXACTLY
345	PROSE	f83r	B4-S012	linke offene Fransen-/Unterlaufstation	E345	abführen; Schluss	PURE_COMPOSITION	L+CHED_TRANSFER[LICENSED_CLOSE=YES]	Build L+CHED_TRANSFER[LICENSED_CLOSE=YES]; WRITE_REGISTERED_CANONICAL_CARD	lchedy	GENERATED_OR_COPIED_EXACTLY
346	PROSE	f83r	B4-S013	linke offene Fransen-/Unterlaufstation	E346	Weiter einsetzen	PURE_COMPOSITION	OK+OL	Build OK+OL; WRITE_REGISTERED_CANONICAL_CARD	qokol	GENERATED_OR_COPIED_EXACTLY
347	PROSE	f83r	B4-S013	linke offene Fransen-/Unterlaufstation	E347	kurz absetzen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	E_GRADE+DY+SHED[GRADE=E_SHORT]	Build E_GRADE+DY+SHED[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	shedy	GENERATED_OR_COPIED_EXACTLY
348	PROSE	f83r	B4-S014	linke offene Fransen-/Unterlaufstation	E348	Ansatz	PURE_COMPOSITION	OR	Build OR; WRITE_REGISTERED_CANONICAL_CARD	or	GENERATED_OR_COPIED_EXACTLY
349	PROSE	f83r	B4-S014	linke offene Fransen-/Unterlaufstation	E349	dies	PURE_COMPOSITION	Y	Build Y; WRITE_REGISTERED_CANONICAL_CARD	chey	GENERATED_OR_COPIED_EXACTLY
350	PROSE	f83r	B4-S014	linke offene Fransen-/Unterlaufstation	E350	Kurzdurchgang	PURE_COMPOSITION	OK+E_GRADE+Y+CKH[GRADE=E_SHORT]	Build OK+E_GRADE+Y+CKH[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	qockhey	GENERATED_OR_COPIED_EXACTLY
351	PROSE	f83r	B4-S014	linke offene Fransen-/Unterlaufstation	E351	Laufschluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	Y+DY+AIR	Build Y+DY+AIR; WRITE_REGISTERED_CANONICAL_CARD	dairydy	GENERATED_OR_COPIED_EXACTLY
352	PROSE	f83r	B4-S015	linke offene Fransen-/Unterlaufstation	E352	Anteil zugeben	PURE_COMPOSITION	OK+AIN	Build OK+AIN; WRITE_REGISTERED_CANONICAL_CARD	qokain	GENERATED_OR_COPIED_EXACTLY
353	PROSE	f83r	B4-S015	linke offene Fransen-/Unterlaufstation	E353	Klarlauf	LEARNED_WHOLE_SIGN	WHOLE_SIGN[cheey]	Copy the complete memorized prose nomenclator card	shey	GENERATED_OR_COPIED_EXACTLY
354	PROSE	f83r	B4-S015	linke offene Fransen-/Unterlaufstation	E354	Portion	PURE_COMPOSITION	AIN[SUBTYPE=GENERAL_PORTION]	Build AIN[SUBTYPE=GENERAL_PORTION]; WRITE_REGISTERED_CANONICAL_CARD	kain	GENERATED_OR_COPIED_EXACTLY
355	PROSE	f83r	B4-S015	linke offene Fransen-/Unterlaufstation	E355	Zielpassage	PURE_COMPOSITION	AL+CKH	Build AL+CKH; WRITE_REGISTERED_CANONICAL_CARD	chckhal	GENERATED_OR_COPIED_EXACTLY
356	PROSE	f83r	B4-S015	rechte S-Lauf-/Mehrarmknotenstation	E356	Kurzsammlung	PURE_COMPOSITION	E_GRADE+Y+SOLK[GRADE=E_SHORT]	Build E_GRADE+Y+SOLK[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	solkey	GENERATED_OR_COPIED_EXACTLY
357	PROSE	f83r	B4-S015	rechte S-Lauf-/Mehrarmknotenstation	E357	abführen; Schluss	PURE_COMPOSITION	L+CHED_TRANSFER[LICENSED_CLOSE=YES]	Build L+CHED_TRANSFER[LICENSED_CLOSE=YES]; WRITE_REGISTERED_CANONICAL_CARD	lchedy	GENERATED_OR_COPIED_EXACTLY
358	PROSE	f83r	B4-S016	rechte S-Lauf-/Mehrarmknotenstation	E358	weiterer Anteil	PURE_COMPOSITION	OL+AIN	Build OL+AIN; WRITE_REGISTERED_CANONICAL_CARD	qolkain	GENERATED_OR_COPIED_EXACTLY
359	PROSE	f83r	B4-S016	rechte S-Lauf-/Mehrarmknotenstation	E359	dorthin	PURE_COMPOSITION	AL[SUBTYPE=TARGET_ADDRESS]	Build AL[SUBTYPE=TARGET_ADDRESS]; WRITE_REGISTERED_CANONICAL_CARD	dal	GENERATED_OR_COPIED_EXACTLY
360	PROSE	f83r	B4-S016	rechte S-Lauf-/Mehrarmknotenstation	E360	Quellausguss	PURE_COMPOSITION	AR[SUBTYPE=SOURCE_OUTFLOW]	Build AR[SUBTYPE=SOURCE_OUTFLOW]; WRITE_REGISTERED_CANONICAL_CARD	skar	GENERATED_OR_COPIED_EXACTLY
361	PROSE	f83r	B4-S016	rechte S-Lauf-/Mehrarmknotenstation	E361	kurz absetzen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	E_GRADE+DY+SHED[GRADE=E_SHORT]	Build E_GRADE+DY+SHED[GRADE=E_SHORT]; WRITE_REGISTERED_CANONICAL_CARD	shedy	GENERATED_OR_COPIED_EXACTLY
362	PROSE	f83r	B5-S001	linker offener Fransen-Endposten	E362	Nachtransfer; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	OT+DY+CHED_TRANSFER[SUBTYPE=LOCAL_OT_TRANSFER_ALLOGRAPH][DOCUMENT=COMPACT_TECHNICAL_ADDENDUM]	Build OT+DY+CHED_TRANSFER[SUBTYPE=LOCAL_OT_TRANSFER_ALLOGRAPH][DOCUMENT=COMPACT_TECHNICAL_ADDENDUM]; WRITE_SHORT_CHD_FORM	otchdy	GENERATED_OR_COPIED_EXACTLY
363	PROSE	f83r	B5-S002	linker offener Fransen-Endposten	E363	neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen	PURE_COMPOSITION	OK+DY+CHED_TRANSFER[SUBTYPE=NEW_ITEM_TRANSFER]	Build OK+DY+CHED_TRANSFER[SUBTYPE=NEW_ITEM_TRANSFER]; WRITE_REGISTERED_CANONICAL_CARD	qokchdy	GENERATED_OR_COPIED_EXACTLY
364	PROSE	f83r	B5-S003	linker offener Fransen-Endposten	E364	am Ziel absetzen	PURE_COMPOSITION	AL+SHED	Build AL+SHED; WRITE_REGISTERED_CANONICAL_CARD	shedal	GENERATED_OR_COPIED_EXACTLY
365	PROSE	f83r	B5-S003	linker offener Fransen-Endposten	E365	dorthin	PURE_COMPOSITION	AL[SUBTYPE=TARGET_ADDRESS]	Build AL[SUBTYPE=TARGET_ADDRESS]; WRITE_REGISTERED_CANONICAL_CARD	dal	GENERATED_OR_COPIED_EXACTLY
366	PROSE	f83r	B5-S003	linker offener Fransen-Endposten	E366	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	cheol	GENERATED_OR_COPIED_EXACTLY
367	PROSE	f83r	B5-S003	linker offener Fransen-Endposten	E367	Weiterabzug	PURE_COMPOSITION	OL+L	Build OL+L; WRITE_REGISTERED_CANONICAL_CARD	lol	GENERATED_OR_COPIED_EXACTLY
368	PROSE	f83r	B5-S003	linker offener Fransen-Endposten	E368	Zieltransfer	PURE_COMPOSITION	AL+CHED_TRANSFER	Build AL+CHED_TRANSFER; WRITE_REGISTERED_CANONICAL_CARD	chdal	GENERATED_OR_COPIED_EXACTLY
369	PROSE	f83r	B5-S003	linker offener Fransen-Endposten	E369	Sollmaß	PURE_COMPOSITION	AIIN[SUBTYPE=GENERAL_MEASURE]	Build AIIN[SUBTYPE=GENERAL_MEASURE]; WRITE_REGISTERED_CANONICAL_CARD	aiin	GENERATED_OR_COPIED_EXACTLY
370	PROSE	f83r	B5-S003	linker offener Fransen-Endposten	E370	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	sol	GENERATED_OR_COPIED_EXACTLY
371	PROSE	f83r	B5-S003	linker offener Fransen-Endposten	E371	Endstufe	PURE_COMPOSITION	IIN[SUBTYPE=END_STAGE]	Build IIN[SUBTYPE=END_STAGE]; WRITE_REGISTERED_CANONICAL_CARD	daiiin	GENERATED_OR_COPIED_EXACTLY
372	PROSE	f83r	B5-S003	linker offener Fransen-Endposten	E372	überführen	PURE_COMPOSITION	Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]	Build Y+CHED_TRANSFER[SUBTYPE=SHORT_TRANSFER_FORM]; WRITE_REGISTERED_CANONICAL_CARD	chedy	GENERATED_OR_COPIED_EXACTLY
373	PROSE	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	E373	Langsammlung	PURE_COMPOSITION	E_GRADE+Y+SOLK	Build E_GRADE+Y+SOLK; WRITE_REGISTERED_CANONICAL_CARD	solkeey	GENERATED_OR_COPIED_EXACTLY
374	PROSE	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	E374	kurz bearbeiten	LEARNED_WHOLE_SIGN	WHOLE_SIGN[qekey]	Copy the complete memorized prose nomenclator card	qekey	GENERATED_OR_COPIED_EXACTLY
375	PROSE	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	E375	Endposten	PURE_COMPOSITION	AL+Y[SUBTYPE=END_TARGET]	Build AL+Y[SUBTYPE=END_TARGET]; WRITE_REGISTERED_CANONICAL_CARD	raly	GENERATED_OR_COPIED_EXACTLY
376	PROSE	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	E376	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	ol	GENERATED_OR_COPIED_EXACTLY
377	PROSE	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	E377	Sollmaß	PURE_COMPOSITION	AIIN[SUBTYPE=GENERAL_MEASURE]	Build AIIN[SUBTYPE=GENERAL_MEASURE]; WRITE_REGISTERED_CANONICAL_CARD	daiin	GENERATED_OR_COPIED_EXACTLY
378	PROSE	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	E378	weiter	PURE_COMPOSITION	OL[SUBTYPE=PLAIN_CONTINUATION]	Build OL[SUBTYPE=PLAIN_CONTINUATION]; WRITE_REGISTERED_CANONICAL_CARD	ol	GENERATED_OR_COPIED_EXACTLY
379	PROSE	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	E379	Einlage	LEARNED_WHOLE_SIGN	WHOLE_SIGN[dain]	Copy the complete memorized prose nomenclator card	dain	GENERATED_OR_COPIED_EXACTLY
380	PROSE	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	E380	dies	PURE_COMPOSITION	Y	Build Y; WRITE_REGISTERED_CANONICAL_CARD	chey	GENERATED_OR_COPIED_EXACTLY
381	PROSE	f83r	B6-S001	rechter S-Lauf-/Mehrarm-Endposten	E381	Endziel	PURE_COMPOSITION	AL+L	Build AL+L; WRITE_REGISTERED_CANONICAL_CARD	ldalor	GENERATED_OR_COPIED_EXACTLY
382	ASTRO	f67r2	f67r2.1	A1_RIGHT_SECTOR_SLOT_01	G1	Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Position oder Bedingung halten; lokaler Namensrest yk/y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::yksh+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	ykshy	GENERATED_OR_COPIED_EXACTLY
383	ASTRO	f67r2	f67r2.1	A1_RIGHT_SECTOR_SLOT_01	G2	A1_RIGHT_SECTOR_SLOT_01: Nebenwert.	LOCAL_COPY_KEY	LOCAL_KEY[s]	Copy this key from the selected local diagram locus	s	GENERATED_OR_COPIED_EXACTLY
384	ASTRO	f67r2	f67r2.1	A1_RIGHT_SECTOR_SLOT_01	G3	Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest am.	LOCAL_COPY_KEY	LOCAL_KEY[aram]	Copy this key from the selected local diagram locus	aram	GENERATED_OR_COPIED_EXACTLY
385	ASTRO	f67r2	f67r2.2	A1_RIGHT_SECTOR_SLOT_02	G4	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ykec.	LOCAL_COPY_KEY	LOCAL_KEY[ykecho]	Copy this key from the selected local diagram locus	ykecho	GENERATED_OR_COPIED_EXACTLY
386	ASTRO	f67r2	f67r2.2	A1_RIGHT_SECTOR_SLOT_02	G5	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest s.	LOCAL_COPY_KEY	LOCAL_KEY[ols]	Copy this key from the selected local diagram locus	ols	GENERATED_OR_COPIED_EXACTLY
387	ASTRO	f67r2	f67r2.2	A1_RIGHT_SECTOR_SLOT_02	G6	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: lange oder volle Diagrammstufe; lokaler Namensrest sydy.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[eesydy]	Copy the complete memorized Astro value sign	eesydy	GENERATED_OR_COPIED_EXACTLY
388	ASTRO	f67r2	f67r2.3	A1_RIGHT_SECTOR_SLOT_03	G7	A1_RIGHT_SECTOR_SLOT_03: aktueller Auswahlwert.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::ROOT+E+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	ey	GENERATED_OR_COPIED_EXACTLY
389	ASTRO	f67r2	f67r2.3	A1_RIGHT_SECTOR_SLOT_03	G8	Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Position oder Bedingung halten; lokaler Namensrest s.	LOCAL_COPY_KEY	LOCAL_KEY[shs]	Copy this key from the selected local diagram locus	shs	GENERATED_OR_COPIED_EXACTLY
390	ASTRO	f67r2	f67r2.3	A1_RIGHT_SECTOR_SLOT_03	G9	Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::ok+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	okar	GENERATED_OR_COPIED_EXACTLY
391	ASTRO	f67r2	f67r2.4	A1_RIGHT_SECTOR_SLOT_04	G10	Sektorplatz A1_RIGHT_SECTOR_SLOT_04: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest e/y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::shekch+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	shekchy	GENERATED_OR_COPIED_EXACTLY
392	ASTRO	f67r2	f67r2.4	A1_RIGHT_SECTOR_SLOT_04	G11	A1_RIGHT_SECTOR_SLOT_04: sekundäre Grundklasse.	LOCAL_COPY_KEY	LOCAL_KEY[sykos]	Copy this key from the selected local diagram locus	sykos	GENERATED_OR_COPIED_EXACTLY
393	ASTRO	f67r2	f67r2.5	A1_RIGHT_SECTOR_SLOT_05	G12	A1_RIGHT_SECTOR_SLOT_05: Klassenplatz fest eingetragen.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[ykeody]	Copy the complete memorized Astro value sign	ykeody	GENERATED_OR_COPIED_EXACTLY
394	ASTRO	f67r2	f67r2.5	A1_RIGHT_SECTOR_SLOT_05	G13	Sektorplatz A1_RIGHT_SECTOR_SLOT_05: diesen Diagrammposten setzen.	PURE_COMPOSITION	REUSE_REGISTERED_PROSE_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	okchy	GENERATED_OR_COPIED_EXACTLY
395	ASTRO	f67r2	f67r2.6	A1_RIGHT_SECTOR_SLOT_06	G14	A1_RIGHT_SECTOR_SLOT_06: fester Hauptphasenwert.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[dchetay]	Copy the complete memorized Astro value sign	dchetay	GENERATED_OR_COPIED_EXACTLY
396	ASTRO	f67r2	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	G15	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::ykch+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	ykchy	GENERATED_OR_COPIED_EXACTLY
397	ASTRO	f67r2	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	G16	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: diesen Diagrammplatz kurz bearbeiten.	PURE_COMPOSITION	REUSE_REGISTERED_PROSE_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	kchey	GENERATED_OR_COPIED_EXACTLY
398	ASTRO	f67r2	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	G17	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ys.	LOCAL_COPY_KEY	LOCAL_KEY[ykchys]	Copy this key from the selected local diagram locus	ykchys	GENERATED_OR_COPIED_EXACTLY
399	ASTRO	f67r2	f67r2.8	A1_RIGHT_SECTOR_SLOT_08	G18	Sektorplatz A1_RIGHT_SECTOR_SLOT_08: Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::chkchd+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	chkchdar	GENERATED_OR_COPIED_EXACTLY
400	ASTRO	f67r2	f67r2.9	A1_RIGHT_SECTOR_SLOT_09	G19	Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::yk+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	ykar	GENERATED_OR_COPIED_EXACTLY
401	ASTRO	f67r2	f67r2.9	A1_RIGHT_SECTOR_SLOT_09	G20	Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk/y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::ykal+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	ykaly	GENERATED_OR_COPIED_EXACTLY
402	ASTRO	f67r2	f67r2.10	A1_RIGHT_SECTOR_SLOT_10	G21	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Position oder Bedingung halten; lokaler Namensrest lk/y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::lksh+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	lkshy	GENERATED_OR_COPIED_EXACTLY
