state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	final_context_recipe	gdt566_selected_clause_de	owner_voice_working_clause_de	owner_bound_control_clause_de	owner_voice_changed	owner_voice_equals_owner_bound	adapter_card_count	adapter_card_ids	outer_template_id	structural_template_id	state_atom_alignment	guard
521	G407-E1867	G407-S198	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	ol	OL	Weiter: halte den Posten.	Weiter: halte den Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
522	G407-E1870	G407-S199	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	qokedy	OK+E+DY	Setze; auf Grad I; abschließen.	Setze; auf Grad I; schließe den Schritt.	Setze im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO	1	GDT567-A39	GDT565-O01	GDT565-T002	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
523	G407-E1876	G407-S200	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	otey	OT+E+Y	Danach: gib den Posten; auf Grad I.	Danach: gib den Stationsposten; auf Grad I.	Danach im laufenden Gang führe den Stationsposten zu; auf Grad I.	YES	NO	1	GDT567-A12	GDT565-O03	GDT565-T127	1:OT=danach | 2:E=auf Grad I | 3:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
524	G407-E1877	G407-S200	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	qokedy	OK+E+DY	Setze den Posten; auf Grad I; abschließen.	Setze den Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
525	G407-E1878	G407-S201	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	lkedy	L+K+E+DY	Gib den Posten; über die Verbindung; auf Grad I; abschließen.	Gib den Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	YES	NO	3	GDT567-A12|GDT567-A33|GDT567-A39	GDT565-O01	GDT565-T026	1:L=über die Verbindung | 2:K=geben | 3:E=auf Grad I | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
526	G407-E1880	G407-S202	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	qokchdy	OK+CHD+DY	Setze den Posten und bearbeite den Posten; abschließen.	Setze den Stationsposten und bearbeite den Stationsposten; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O02	GDT565-T037	1:OK=setzen | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
527	G407-E1883	G407-S203	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	solchedy	S+OL+CHD+Y	Weiter: wähle den Posten und bearbeite den Posten.	Weiter: wähle den Stationsposten und bearbeite den Stationsposten.	Weiter wähle den Stationsposten und bearbeite den Stationsposten.	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T094	1:S=wählen | 2:OL=weiter | 3:CHD=bearbeiten | 4:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
528	G407-E1884	G407-S203	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	qokeedy	OK+EE+DY	Setze den Posten; auf Grad II; abschließen.	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
529	G407-E1887	G407-S204	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	rol	R+OL	Weiter: markiere den Posten.	Weiter: markiere den Stationsposten.	Weiter markiere den Stationsposten [wie zuvor].	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T072	1:R=markieren | 2:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
530	G407-E1888	G407-S204	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	shedy	SH+E+DY	Halte den Posten; auf Grad I; abschließen.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
531	G407-E1889	G407-S205	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	qokedy	OK+E+DY	Setze den Posten; auf Grad I; abschließen.	Setze den Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
532	G407-E1901	G407-S207	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	shedy	SH+E+DY	Halte den Posten; auf Grad I; abschließen.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
533	G407-E1908	G407-S208	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	oldy	OL+DY	Weiter: gib den Anteil; abschließen.	Weiter: gib den Stationsanteil; schließe den Schritt.	Weiter im laufenden Gang führe den Stationsanteil [wie zuvor] zu; schließe den Schritt.	YES	NO	2	GDT567-A14|GDT567-A39	GDT565-O06	GDT565-T110	1:OL=weiter | 2:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
534	G407-E1914	G407-S210	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	chcphedy	CH+CH+P+E+DY	Nimm den Anteil zweimal und setze den Anteil ein; auf Grad I; abschließen.	Nimm den Stationsanteil zweimal und setze den Stationsanteil ein; auf Grad I; schließe den Schritt.	Entnimm den Stationsanteil [wie zuvor], entnimm den Stationsanteil [wie zuvor] und setze den Stationsanteil [wie zuvor] ein; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A14|GDT567-A39	GDT565-O01	GDT565-T045	1:CH=nehmen | 2:CH=nehmen | 3:P=einsetzen | 4:E=auf Grad I | 5:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
535	G407-E1916	G407-S211	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	olkeey	OL+K+EE+Y	Weiter: gib den Posten; auf Grad II.	Weiter: gib den Stationsposten; auf Grad II.	Weiter führe den Stationsposten zu; auf Grad II.	YES	NO	1	GDT567-A12	GDT565-O03	GDT565-T064	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
536	G407-E1919	G407-S211	f76r	BIOLOGICAL	unbebilderter Textabschnitt A2	otchy	OT+CH+Y	Danach: nimm den Posten.	Danach: nimm den Stationsposten.	Danach entnimm den Stationsposten.	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T139	1:OT=danach | 2:CH=nehmen | 3:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
537	G407-E1924	G407-S212	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	qotedshedy	OT+E+D_ADDR+SH+E+DY	Danach: halte; auf Grad I; hier; auf Grad I; abschließen.	Danach: halte; auf Grad I; an der bezeichneten Stelle; auf Grad I; schließe den Schritt.	Danach halte; auf Grad I und auf Grad I; an der bezeichneten Stelle; schließe den Schritt.	YES	NO	2	GDT567-A38|GDT567-A39	GDT565-O04	GDT565-T154	1:OT=danach | 2:E=auf Grad I | 3:D_ADDR=hier | 4:SH=halten | 5:E=auf Grad I | 6:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
538	G407-E1926	G407-S213	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	oteedy	OT+EE+DY	Danach: halte den Anteil; auf Grad II; abschließen.	Danach: halte den Stationsanteil; auf Grad II; schließe den Schritt.	Danach im laufenden Gang halte den Stationsanteil [wie zuvor]; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A14|GDT567-A39	GDT565-O04	GDT565-T157	1:OT=danach | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
539	G407-E1928	G407-S214	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	ol	OL	Weiter: bearbeite den Posten.	Weiter: bearbeite den Stationsposten.	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
540	G407-E1935	G407-S214	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	oty	OT+Y	Danach: wähle den Posten.	Danach: wähle den Stationsposten.	Danach im laufenden Gang wähle den Stationsposten.	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T139	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
541	G407-E1936	G407-S214	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	solshedy	OL+SH+E+DY	Weiter: halte den Posten; auf Grad I; abschließen.	Weiter: halte den Stationsposten; auf Grad I; schließe den Schritt.	Weiter halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O04	GDT565-T107	1:OL=weiter | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
542	G407-E1937	G407-S215	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	qool	CARRIER_Q+O+OL	Weiter: halte den Posten; am Beginn; zur Ausführung.	Weiter: halte den Stationsposten; am Beginn; zur Ausführung.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor]; als neuen Einsatz und als Ausführung.	YES	NO	1	GDT567-A12	GDT565-O03	GDT565-T059	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
543	G407-E1941	G407-S215	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	ol	OL	Weiter: halte den Posten.	Weiter: halte den Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
544	G407-E1947	G407-S215	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	shedy	SH+E+DY	Halte den Wert; auf Grad I; abschließen.	Halte den Stationswert; auf Grad I; schließe den Schritt.	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A13|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
545	G407-E1949	G407-S216	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	okeedy	OK+EE+DY	Setze die Einheit; auf Grad II; abschließen.	Setze die Stationseinheit; auf Grad II; schließe den Schritt.	Setze die Stationseinheit [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A15|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
546	G407-E1950	G407-S217	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	qokeedy	OK+EE+DY	Setze die Einheit; auf Grad II; abschließen.	Setze die Stationseinheit; auf Grad II; schließe den Schritt.	Setze die Stationseinheit [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A15|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
547	G407-E1956	G407-S218	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	okeedy	OK+EE+DY	Setze den Posten; auf Grad II; abschließen.	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
548	G407-E1957	G407-S219	f76r	BIOLOGICAL	unbebilderter Textabschnitt A3	otey	OT+E+Y	Danach: setze den Posten; auf Grad I.	Danach: setze den Stationsposten; auf Grad I.	Danach im laufenden Gang setze den Stationsposten im Stationsgang an; auf Grad I.	YES	NO	1	GDT567-A12	GDT565-O03	GDT565-T127	1:OT=danach | 2:E=auf Grad I | 3:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
549	G407-E1963	G407-S220	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	chorshedy	CH+OR+SH+E+DY	Nimm die Einheit und halte die Einheit; auf Grad I; abschließen.	Nimm die Stationseinheit und halte die Stationseinheit; auf Grad I; schließe den Schritt.	Entnimm die Stationseinheit und halte die Stationseinheit; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A15|GDT567-A39	GDT565-O01	GDT565-T034	1:CH=nehmen | 2:OR=die Einheit | 3:SH=halten | 4:E=auf Grad I | 5:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
550	G407-E1972	G407-S221	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	lchedy	L+CHD+DY	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	YES	NO	3	GDT567-A12|GDT567-A33|GDT567-A39	GDT565-O01	GDT565-T024	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
551	G407-E1973	G407-S222	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	shedy	SH+E+DY	Halte den Posten; auf Grad I; abschließen.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
552	G407-E1974	G407-S223	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qolair	OL+D_ADDR+AIR	Weiter: halte den Posten; hier; entlang der Bahn.	Weiter: halte den Stationsposten; an der bezeichneten Stelle; entlang der Stationsbahn.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor]; entlang der Stationsbahn; an der bezeichneten Stelle.	YES	NO	3	GDT567-A12|GDT567-A34|GDT567-A38	GDT565-O03	GDT565-T071	1:OL=weiter | 2:D_ADDR=hier | 3:AIR=entlang der Bahn	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
553	G407-E1976	G407-S223	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qotes	OT+E+S	Danach: wähle den Posten; auf Grad I.	Danach: wähle den Stationsposten; auf Grad I.	Danach wähle den Stationsposten [wie zuvor]; auf Grad I.	YES	NO	1	GDT567-A12	GDT565-O03	GDT565-T127	1:OT=danach | 2:E=auf Grad I | 3:S=wählen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
554	G407-E1983	G407-S223	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qokeedy	OK+EE+DY	Setze den Posten; auf Grad II; abschließen.	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
555	G407-E1984	G407-S224	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qotey	OT+E+Y	Danach: setze den Posten; auf Grad I.	Danach: setze den Stationsposten; auf Grad I.	Danach im laufenden Gang setze den Stationsposten im Stationsgang an; auf Grad I.	YES	NO	1	GDT567-A12	GDT565-O03	GDT565-T127	1:OT=danach | 2:E=auf Grad I | 3:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
556	G407-E1985	G407-S224	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qotain	OT+AIN	Danach: setze den Anteil.	Danach: setze den Stationsanteil.	Danach im laufenden Gang setze den Stationsanteil im Stationsgang an.	YES	NO	1	GDT567-A14	GDT565-O05	GDT565-T139	1:OT=danach | 2:AIN=den Anteil	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
557	G407-E1991	G407-S224	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	chol	OL	Weiter: halte den Posten.	Weiter: halte den Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T072	1:OL=weiter	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
558	G407-E1993	G407-S224	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	shedy	SH+E+DY	Halte den Anteil; auf Grad I; abschließen.	Halte den Stationsanteil; auf Grad I; schließe den Schritt.	Halte den Stationsanteil [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A14|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
559	G407-E1994	G407-S225	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	qokeedy	OK+EE+DY	Setze den Anteil; auf Grad II; abschließen.	Setze den Stationsanteil; auf Grad II; schließe den Schritt.	Setze den Stationsanteil [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	YES	NO	2	GDT567-A14|GDT567-A39	GDT565-O01	GDT565-T012	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
560	G407-E2000	G407-S228	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	qolchey	OL+Y	Weiter: nimm den Posten.	Weiter: nimm den Stationsposten.	Weiter im laufenden Gang entnimm den Stationsposten.	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T072	1:OL=weiter | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
561	G407-E2005	G407-S228	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	shedy	SH+E+DY	Halte den Posten; auf Grad I; abschließen.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
562	G407-E2006	G407-S229	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	shedy	SH+E+DY	Halte den Posten; auf Grad I; abschließen.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
563	G407-E2007	G407-S230	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	lshedy	L+SH+E+DY	Halte den Posten; über die Verbindung; auf Grad I; abschließen.	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	YES	NO	3	GDT567-A12|GDT567-A33|GDT567-A39	GDT565-O01	GDT565-T026	1:L=über die Verbindung | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
564	G407-E2008	G407-S231	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	qolchedy	OL+CHD+DY	Weiter: bearbeite den Posten; abschließen.	Weiter: bearbeite den Stationsposten; schließe den Schritt.	Weiter bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O06	GDT565-T110	1:OL=weiter | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
565	G407-E2009	G407-S232	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	otedyl	OT+E+DY+L	Danach: bearbeite den Posten; auf Grad I; über die Verbindung; abschließen.	Danach: bearbeite den Stationsposten; auf Grad I; über die sichtbare Verbindung; schließe den Schritt.	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	YES	NO	3	GDT567-A12|GDT567-A33|GDT567-A39	GDT565-O04	GDT565-T159	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen | 4:L=über die Verbindung	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
566	G407-E2010	G407-S233	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	dshedy	SH+E+DY	Halte den Posten; auf Grad I; abschließen.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O01	GDT565-T012	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
567	G407-E2013	G407-S234	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	lchedy	L+CHD+DY	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	YES	NO	3	GDT567-A12|GDT567-A33|GDT567-A39	GDT565-O01	GDT565-T024	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
568	G407-E2015	G407-S235	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	qolchey	OL+Y	Weiter: setze den Posten.	Weiter: setze den Stationsposten.	Weiter im laufenden Gang setze den Stationsposten im Stationsgang an.	YES	NO	1	GDT567-A12	GDT565-O05	GDT565-T072	1:OL=weiter | 2:Y=den Posten	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
569	G407-E2016	G407-S235	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	qotain	OT+AIN	Danach: setze den Anteil.	Danach: setze den Stationsanteil.	Danach im laufenden Gang setze den Stationsanteil im Stationsgang an.	YES	NO	1	GDT567-A14	GDT565-O05	GDT565-T139	1:OT=danach | 2:AIN=den Anteil	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
570	G407-E2021	G407-S235	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	alchdy	AL+CHD+DY	Bearbeite den Posten; zum Zielort; abschließen.	Bearbeite den Stationsposten; zur Zielstation; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation; schließe den Schritt.	YES	NO	3	GDT567-A12|GDT567-A31|GDT567-A39	GDT565-O01	GDT565-T024	1:AL=zum Zielort | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
571	G407-E2022	G407-S236	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	qokchsdy	OK+CHD+S+DY	Setze den Posten und bearbeite den Posten und wähle den Posten; abschließen.	Setze den Stationsposten und bearbeite den Stationsposten und wähle den Stationsposten; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an, bearbeite den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; schließe den Schritt.	YES	NO	2	GDT567-A12|GDT567-A39	GDT565-O02	GDT565-T044	1:OK=setzen | 2:CHD=bearbeiten | 3:S=wählen | 4:DY=abschließen	EVENT_RECIPE_AND_ROOTS_UNCHANGED__OWNER_VOICE_RENDERING_SEPARATE
