argument_provenance_ordinal	event_id	statement_id	physical_page	register	surface	recipe	inherited_argument_root	inherited_argument_value_de	argument_source_type	argument_source_event_id	source_card_distance	gdt539_pointer_match	resolved_microphrase_de	provenance_status
431	G407-E4565	G407-S713	f95v	HERBAL	ody	O+DY	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4564	1	NOT_STORED	Wähle den Wert; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
432	G407-E4575	G407-S714	f95v	HERBAL	otody	OT+O+DY	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E4574	1	NOT_STORED	Danach: setze den Wert; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
433	G515-E0020	G515-S002	f4r	HERBAL	chol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0017	3	YES	Weiter: nimm den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
434	G515-E0078	G515-S007	f20v	HERBAL	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0076	2	YES	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
435	G515-E0081	G515-S007	f20v	HERBAL	otol	OT+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0080	1	YES	Danach: stelle den Posten ein; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
436	G515-E0082	G515-S007	f20v	HERBAL	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0080	2	YES	Weiter: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
437	G515-E0136	G515-S008	f20v	HERBAL	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0135	1	YES	Weiter: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
438	G515-E0142	G515-S008	f20v	HERBAL	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0141	1	YES	Weiter: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
439	G515-E0149	G515-S008	f20v	HERBAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0148	1	YES	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
440	G515-E0175	G515-S010	f31r	HERBAL	qotar	OT+AR	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0173	2	YES	Danach: wähle den Wert; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
441	G515-E0203	G515-S014	f31r	HERBAL	ldy	L+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0202	1	YES	Bearbeite den Posten; über die Verbindung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
442	G515-E0301	G515-S028	f66r	SOURCE_SECTION_T	oteedy	OT+EE+DY	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0300	1	YES	Danach: setze den Wert ein; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
443	G515-E0329	G515-S036	f66r	SOURCE_SECTION_T	qotedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0328	1	YES	Danach: halte den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
444	G515-E0332	G515-S037	f66r	SOURCE_SECTION_T	qotedal	OT+E+AL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0331	1	YES	Danach: bearbeite den Posten; auf Grad I; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
445	G515-E0359	G515-S042	f66r	SOURCE_SECTION_T	dol	D_ADDR+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0358	1	YES	Weiter: setze den Posten ein; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
446	G515-E0404	G515-S045	f66r	SOURCE_SECTION_T	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0402	2	YES	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
447	G515-E0416	G515-S047	f66r	SOURCE_SECTION_T	qotar	OT+AR	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0415	1	YES	Danach: halte den Wert; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
448	G515-E0425	G515-S047	f66r	SOURCE_SECTION_T	dairody	D_ADDR+AIR+O+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0423	2	YES	Halte den Posten; hier; entlang der Bahn; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
449	G515-E0465	G515-S056	f66r	SOURCE_SECTION_T	dol	D_ADDR+OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0463	2	YES	Weiter: wähle den Wert; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
450	G515-E0475	G515-S056	f66r	SOURCE_SECTION_T	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0474	1	YES	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
451	G515-E0506	G515-S063	f66r	SOURCE_SECTION_T	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0505	1	YES	Weiter: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
452	G515-E0513	G515-S064	f66r	SOURCE_SECTION_T	qoteeod	OT+EE+O+D_ADDR	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0512	1	YES	Danach: halte den Posten; auf Grad II; zur Ausführung; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
453	G515-E0514	G515-S064	f66r	SOURCE_SECTION_T	qotol	OT+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0512	2	YES	Danach: halte den Posten; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
454	G515-E0530	G515-S068	f66r	SOURCE_SECTION_T	otam	OT+AM_ADDR	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0529	1	YES	Danach: setze den Wert; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
455	G515-E0535	G515-S068	f66r	SOURCE_SECTION_T	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0533	2	YES	Weiter: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
456	G515-E0542	G515-S068	f66r	SOURCE_SECTION_T	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0540	2	YES	Weiter: markiere den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
457	G515-E0550	G515-S069	f66r	SOURCE_SECTION_T	qotal	OT+AL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0549	1	YES	Danach: stelle den Posten ein; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
458	G515-E0561	G515-S070	f66r	SOURCE_SECTION_T	ldy	L+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0560	1	YES	Setze den Posten; über die Verbindung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
459	G515-E0569	G515-S073	f66r	SOURCE_SECTION_T	dalol	AL+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G515-E0567	2	YES	Weiter: gib den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
