page	locus	token_ordinal	surface	v63_token_gloss_de	v64_token_gloss_de	v64_changed	v64_rule_id	decision_class	practical_head_de	live_rivals_de	preparation_span_count	preparation_roles	formal_routes	basis	v65_token_gloss_de	v65_changed	v65_rule_id	v65_composition	v65_family	v65_product_rival_de	v65_visible_tail	v65_whole_extension	v65_basis	v66_tournament_role	v66_rule_id	v66_fraction_de	v66_fraction_changed	v66_share_de	v66_share_changed	v66_stage_de	v66_stage_changed	v66_class_de	v66_class_changed	v66_selected_candidate	v66_selected_gloss_de	v66_selected_changed	v66_selected_semantic_role	v66_selected_override_id
f114v	f114v.36	8	qotar	kalte Drogenfraktion I	kalte Drogenfraktion I	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	kalte Drogenfraktion I	0	F014	QO_FRAME+T_COLD+AR_FRACTION_I	QO_TEMPERATURE_R_LADDER	kalter Drogenauszug I		NONE	Nominale QO-Schwester; kein zusätzliches Verb und kein Ansatzimport.	TARGET_41	H014	kalte Drogenfraktion I	0	kalter Drogenanteil I	1	kalte Drogenzubereitung auf Stufe I	1	Drogenstoff, Klasse I, kalt	1	share	kalter Drogenanteil I	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f114v	f114v.36	9	al	Rohstoffklasse I	Rohstoffklasse I	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Rohstoffklasse I	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Rohstoffklasse I	0	Rohstoffklasse I	0	Rohstoffklasse I	0	Rohstoffklasse I	0	share	Rohstoffklasse I	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114v	f114v.36	10	kal	Rohstoffklasse I, heiß am Gradanfang	Rohstoffklasse I, heiß am Gradanfang	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Rohstoffklasse I, heiß am Gradanfang	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Rohstoffklasse I, heiß am Gradanfang	0	Rohstoffklasse I, heiß am Gradanfang	0	Rohstoffklasse I, heiß am Gradanfang	0	Rohstoffklasse I, heiß am Gradanfang	0	share	Rohstoffklasse I, heiß am Gradanfang	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f114v	f114v.36	11	ram	ein Maß Wurzel	ein Maß Wurzel	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	ein Maß Wurzel	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	ein Maß Wurzel	0	ein Maß Wurzel	0	ein Maß Wurzel	0	ein Maß Wurzel	0	share	ein Maß Wurzel	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.1	1	fdar	erste Blütenfraktion abmessen	erste Blütenfraktion abmessen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	erste Blütenfraktion abmessen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	erste Blütenfraktion abmessen	0	erste Blütenfraktion abmessen	0	erste Blütenfraktion abmessen	0	erste Blütenfraktion abmessen	0	share	erste Blütenfraktion abmessen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.1	2	qopchol	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	nimm getrockneten Pulverstoff	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	nimm getrockneten Pulverstoff	0	nimm getrockneten Pulverstoff	0	nimm getrockneten Pulverstoff	0	nimm getrockneten Pulverstoff	0	share	nimm getrockneten Pulverstoff	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.1	3	qochedain	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	0	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	0	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	0	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	0	share	zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.1	4	otedy	kalter Ansatz, Mittelstufe erreicht	kalter Ansatz, Mittelstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	kalter Ansatz, Mittelstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalter Ansatz, Mittelstufe erreicht	0	kalter Ansatz, Mittelstufe erreicht	0	kalter Ansatz, Mittelstufe erreicht	0	kalter Ansatz, Mittelstufe erreicht	0	share	kalter Ansatz, Mittelstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.1	5	cheop	bis zur Mittelstufe getrocknet	bis zur Mittelstufe getrocknet	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	bis zur Mittelstufe getrocknet	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	bis zur Mittelstufe getrocknet	0	bis zur Mittelstufe getrocknet	0	bis zur Mittelstufe getrocknet	0	bis zur Mittelstufe getrocknet	0	share	bis zur Mittelstufe getrocknet	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.1	6	ol	Pulverstoff	Pulverstoff	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Pulverstoff	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Pulverstoff	0	Pulverstoff	0	Pulverstoff	0	Pulverstoff	0	share	Pulverstoff	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.1	7	teeedy	vollständig abgekühlter Ansatz, fertig	vollständig abgekühlte Zubereitung, fertig	1	P021	FINISHED_GENERIC_PREPARATION	Zubereitung	Auszug|Absud	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Kühlen allein identifiziert weder Absud noch Kaltauszug.	vollständig abgekühlte Zubereitung, fertig	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	vollständig abgekühlte Zubereitung, fertig	0	vollständig abgekühlte Zubereitung, fertig	0	vollständig abgekühlte Zubereitung, fertig	0	vollständig abgekühlte Zubereitung, fertig	0	share	vollständig abgekühlte Zubereitung, fertig	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.1	8	oroiir	eine Portion der dritten Ansatzfraktion	eine Portion der dritten Ansatzfraktion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	eine Portion der dritten Ansatzfraktion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_OR_PLUS_AR	C011	eine Portion der dritten Ansatzfraktion	0	eine Portion des Ansatzanteils III	1	eine Portion des Ansatzes auf Zubereitungsstufe III	1	eine Portion Ansatzstoff der Klasse III	1	share	eine Portion des Ansatzanteils III	1	R_SHARE_SELECTOR_PLUS_OR_PORTION	NONE
f115r	f115r.1	9	oechedy	fertiger bis zur Mittelstufe getrockneter Ansatz	fertige, bis zur Mittelstufe getrocknete Masse	1	P013	TERMINAL_DRY_RESULT	Masse	getrocknete Zubereitung|Trockenextrakt|Rückstand	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Fertig und Mittelstufe bleiben erhalten; Masse behauptet keinen unbelegten Trennvorgang.	fertige, bis zur Mittelstufe getrocknete Masse	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	fertige, bis zur Mittelstufe getrocknete Masse	0	fertige, bis zur Mittelstufe getrocknete Masse	0	fertige, bis zur Mittelstufe getrocknete Masse	0	fertige, bis zur Mittelstufe getrocknete Masse	0	share	fertige, bis zur Mittelstufe getrocknete Masse	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.1	10	oteedy	kalter Ansatz am Ende des Grades	kalter Ansatz am Ende des Grades	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	kalter Ansatz am Ende des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalter Ansatz am Ende des Grades	0	kalter Ansatz am Ende des Grades	0	kalter Ansatz am Ende des Grades	0	kalter Ansatz am Ende des Grades	0	share	kalter Ansatz am Ende des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.1	11	qotchedy	kalt-trockene Mittelstufe erreicht	kalt-trockene Mittelstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	kalt-trockene Mittelstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalt-trockene Mittelstufe erreicht	0	kalt-trockene Mittelstufe erreicht	0	kalt-trockene Mittelstufe erreicht	0	kalt-trockene Mittelstufe erreicht	0	share	kalt-trockene Mittelstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	share	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	2	keey	heiß am Ende des Grades	heiß am Ende des Grades	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß am Ende des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß am Ende des Grades	0	heiß am Ende des Grades	0	heiß am Ende des Grades	0	heiß am Ende des Grades	0	share	heiß am Ende des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	3	qokeod	heißen Auszug bereiten und abschließen	heißen Auszug bereiten und abschließen	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	heißen Auszug bereiten und abschließen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heißen Auszug bereiten und abschließen	0	heißen Auszug bereiten und abschließen	0	heißen Auszug bereiten und abschließen	0	heißen Auszug bereiten und abschließen	0	share	heißen Auszug bereiten und abschließen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	4	chody	leicht abgeschlossener Trockenansatz	leicht getrocknete Zubereitung, abgeschlossen	1	P015	INTERMEDIATE_DRY_PREPARATION	Trockenzubereitung	Trockenrückstand|Trockengut	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Leichte Trocknung bleibt Zubereitung; der Schlusswert abgeschlossen wird nicht gelöscht.	leicht getrocknete Zubereitung, abgeschlossen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	leicht getrocknete Zubereitung, abgeschlossen	0	leicht getrocknete Zubereitung, abgeschlossen	0	leicht getrocknete Zubereitung, abgeschlossen	0	leicht getrocknete Zubereitung, abgeschlossen	0	share	leicht getrocknete Zubereitung, abgeschlossen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	5	qokcho	erhitze, trockne und setze an	erhitze, trockne und setze an	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	erhitze, trockne und setze an	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	erhitze, trockne und setze an	0	erhitze, trockne und setze an	0	erhitze, trockne und setze an	0	erhitze, trockne und setze an	0	share	erhitze, trockne und setze an	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	6	s	Samenposten	Samenposten	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Samenposten	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Samenposten	0	Samenposten	0	Samenposten	0	Samenposten	0	share	Samenposten	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	7	checthy	trockenes Kraut	trockenes Kraut	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	trockenes Kraut	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	trockenes Kraut	0	trockenes Kraut	0	trockenes Kraut	0	trockenes Kraut	0	share	trockenes Kraut	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	8	qokeeey	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	stark erhitzt, Endstufe III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	stark erhitzt, Endstufe III	0	stark erhitzt, Endstufe III	0	stark erhitzt, Endstufe III	0	stark erhitzt, Endstufe III	0	share	stark erhitzt, Endstufe III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	9	keeey	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	stark erhitzt, Endstufe III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	stark erhitzt, Endstufe III	0	stark erhitzt, Endstufe III	0	stark erhitzt, Endstufe III	0	stark erhitzt, Endstufe III	0	share	stark erhitzt, Endstufe III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	10	lol	Holzstoff	Holzstoff	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Holzstoff	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Holzstoff	0	Holzstoff	0	Holzstoff	0	Holzstoff	0	share	Holzstoff	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	11	chedy	mittlere Trockenstufe erreicht	mittlere Trockenstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	mittlere Trockenstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	mittlere Trockenstufe erreicht	0	mittlere Trockenstufe erreicht	0	mittlere Trockenstufe erreicht	0	mittlere Trockenstufe erreicht	0	share	mittlere Trockenstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	12	qokchedy	heiß-trockene Mittelstufe erreicht	heiß-trockene Mittelstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß-trockene Mittelstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß-trockene Mittelstufe erreicht	0	heiß-trockene Mittelstufe erreicht	0	heiß-trockene Mittelstufe erreicht	0	heiß-trockene Mittelstufe erreicht	0	share	heiß-trockene Mittelstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f115r	f115r.23	13	ldy	fertig aufbereitetes Holz	fertig aufbereitetes Holz	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	fertig aufbereitetes Holz	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	fertig aufbereitetes Holz	0	fertig aufbereitetes Holz	0	fertig aufbereitetes Holz	0	fertig aufbereitetes Holz	0	share	fertig aufbereitetes Holz	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f116r	f116r.12	1	qoin	zweiten Ansatz nehmen	zweiten Ansatz nehmen	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	zweiten Ansatz nehmen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	zweiten Ansatz nehmen	0	zweiten Ansatz nehmen	0	zweiten Ansatz nehmen	0	zweiten Ansatz nehmen	0	share	zweiten Ansatz nehmen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f116r	f116r.12	2	ar	Drogenfraktion I	Drogenfraktion I	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Drogenfraktion I	0	F001	AR_FRACTION_I	NAKED_R_LADDER	Ansatzfraktion I		NONE	Nackte erste Stufe der r-Leiter.	TARGET_41	H001	Drogenfraktion I	0	Drogenanteil I	1	Drogenmaterial auf Stufe I	1	Drogenstoff, Klasse I	1	share	Drogenanteil I	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f116r	f116r.12	3	cholches	nachgetrocknetes Drogenmaterial, Mittelstufe	nachgetrocknetes Drogenmaterial, Mittelstufe	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	nachgetrocknetes Drogenmaterial, Mittelstufe	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	nachgetrocknetes Drogenmaterial, Mittelstufe	0	nachgetrocknetes Drogenmaterial, Mittelstufe	0	nachgetrocknetes Drogenmaterial, Mittelstufe	0	nachgetrocknetes Drogenmaterial, Mittelstufe	0	share	nachgetrocknetes Drogenmaterial, Mittelstufe	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f116r	f116r.12	4	okain	heißer Ansatz, Grad II	heißer Ansatz, Grad II	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	heißer Ansatz, Grad II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heißer Ansatz, Grad II	0	heißer Ansatz, Grad II	0	heißer Ansatz, Grad II	0	heißer Ansatz, Grad II	0	share	heißer Ansatz, Grad II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f116r	f116r.12	5	dain	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	0	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	0	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	0	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	0	share	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f116r	f116r.12	6	cheey	trocken am Ende des Grades	trocken am Ende des Grades	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	trocken am Ende des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	trocken am Ende des Grades	0	trocken am Ende des Grades	0	trocken am Ende des Grades	0	trocken am Ende des Grades	0	share	trocken am Ende des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f116r	f116r.12	7	okeey	heißer Ansatz am Ende des Grades	heißer Ansatz am Ende des Grades	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	GDT652_EXACT_O_PREP_SURFACE	NONE	heißer Ansatz am Ende des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heißer Ansatz am Ende des Grades	0	heißer Ansatz am Ende des Grades	0	heißer Ansatz am Ende des Grades	0	heißer Ansatz am Ende des Grades	0	share	heißer Ansatz am Ende des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f116r	f116r.12	8	otain	kalter Ansatz, Grad II	kalter Ansatz, Grad II	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	kalter Ansatz, Grad II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalter Ansatz, Grad II	0	kalter Ansatz, Grad II	0	kalter Ansatz, Grad II	0	kalter Ansatz, Grad II	0	share	kalter Ansatz, Grad II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f116r	f116r.12	9	olchdy	Holz im Ansatz fertig getrocknet	Holz im Ansatz fertig getrocknet	0	NONE	KEEP_V63	INHERITED	NONE	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	NONE	Holz im Ansatz fertig getrocknet	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Holz im Ansatz fertig getrocknet	0	Holz im Ansatz fertig getrocknet	0	Holz im Ansatz fertig getrocknet	0	Holz im Ansatz fertig getrocknet	0	share	Holz im Ansatz fertig getrocknet	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f116r	f116r.12	10	otal	Rohstoffklasse I im Ansatz, kalt am Gradanfang	Rohstoffklasse I im kalten Ansatz, Gradanfang	1	P047	LOCAL_CONTEXT_WHOLE	kalter Ansatz	Rohstoffklasse I der Kaltzubereitung	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Lokale Relationsglättung, keine freie ot/al-Stammprognose.	Rohstoffklasse I im kalten Ansatz, Gradanfang	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Rohstoffklasse I im kalten Ansatz, Gradanfang	0	Rohstoffklasse I im kalten Ansatz, Gradanfang	0	Rohstoffklasse I im kalten Ansatz, Gradanfang	0	Rohstoffklasse I im kalten Ansatz, Gradanfang	0	share	Rohstoffklasse I im kalten Ansatz, Gradanfang	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f116r	f116r.12	11	dain	zwei Portionen der Rohdroge I im kalten Anfangsansatz	zwei Portionen der Rohdroge I im kalten Anfangsansatz	0	NONE	KEEP_V63	INHERITED	NONE	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	zwei Portionen der Rohdroge I im kalten Anfangsansatz	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	zwei Portionen der Rohdroge I im kalten Anfangsansatz	0	zwei Portionen der Rohdroge I im kalten Anfangsansatz	0	zwei Portionen der Rohdroge I im kalten Anfangsansatz	0	zwei Portionen der Rohdroge I im kalten Anfangsansatz	0	share	zwei Portionen der Rohdroge I im kalten Anfangsansatz	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f116r	f116r.12	12	olam	ein Maß Holz	ein Maß Holz	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	ein Maß Holz	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	ein Maß Holz	0	ein Maß Holz	0	ein Maß Holz	0	ein Maß Holz	0	share	ein Maß Holz	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f23r	f23r.6	1	tshol	kalt eingeweichter Drogenstoff	kalt eingeweichter Drogenstoff	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	kalt eingeweichter Drogenstoff	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalt eingeweichter Drogenstoff	0	kalt eingeweichter Drogenstoff	0	kalt eingeweichter Drogenstoff	0	kalt eingeweichter Drogenstoff	0	share	kalt eingeweichter Drogenstoff	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f23r	f23r.6	2	y	Hierzu:	Hierzu:	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Hierzu:	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Hierzu:	0	Hierzu:	0	Hierzu:	0	Hierzu:	0	share	Hierzu:	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f23r	f23r.6	3	kor	heiße Drogenportion	heiße Drogenportion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiße Drogenportion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_OR_PORTION	C002	heiße Drogenportion	0	heiße Drogenportion	0	heiße Drogenportion	0	heiße Drogenportion	0	share	heiße Drogenportion	0	OR_INDEPENDENT_PORTION	NONE
f23r	f23r.6	4	qokaiin	heiß, Grad III	heiß, Grad III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß, Grad III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß, Grad III	0	heiß, Grad III	0	heiß, Grad III	0	heiß, Grad III	0	share	heiß, Grad III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f23r	f23r.6	5	yky	hierzu leicht erhitzen	hierzu leicht erhitzen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	hierzu leicht erhitzen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	hierzu leicht erhitzen	0	hierzu leicht erhitzen	0	hierzu leicht erhitzen	0	hierzu leicht erhitzen	0	share	hierzu leicht erhitzen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f23r	f23r.6	6	dar	abgemessene Fraktion I	abgemessene Fraktion I	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	abgemessene Fraktion I	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_AR_HEAD	C007	abgemessene Fraktion I	0	abgemessener Anteil I	1	abgemessenes Material auf Stufe I	1	abgemessenes Material der Klasse I	1	share	abgemessener Anteil I	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f23r	f23r.6	7	okol	heißer Ansatzstoff	heißer Ansatzstoff	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heißer Ansatzstoff	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heißer Ansatzstoff	0	heißer Ansatzstoff	0	heißer Ansatzstoff	0	heißer Ansatzstoff	0	share	heißer Ansatzstoff	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
